title,item_code,division_id,vendor_id,status,mrp,barcode,brand,created_at,updated_at,category_id,section_id,,
ORGANIC OKRA (BHENDI) / PC,BM25029,FRESH,F & V Farmer Supplier,Extinct,80,1141,,6/20/2017 10:56,6/20/2017 10:56,,FRESH FRUIT & VEGETABLE,,
HIMALAYA SENSITIVE TOOTHPASTE 100G,BM53747,FMCG H&B,Mangalam International Pvt.Ltd. HIMALAYA,Non Extinct,152,8.90114E+12,,6/20/2017 10:56,6/20/2017 10:56,,ORAL CARE,,
TIGER VINEGAR RICE 640ML,BM65723,FMCG FOOD,Food Line Pvt.Ltd,Non Extinct,275,8.88826E+12,,6/20/2017 10:56,6/20/2017 10:56,,SAUCE & VINEGAR,,
SAFA TOMATO PASTE 400GM,BM65538,FMCG FOOD,G.D. International Pvt.Ltd \ GSM Trade link \ Mayur Impex \ Balajee Trading Concern,Non Extinct,125,14796602270,,6/20/2017 10:56,6/20/2017 10:56,,SAUCE & VINEGAR,,
BUDDY CAT FOOD FOR ADULT OCEAN FISH FLAVOR 1KG,BM67161,FMCG FOOD,Food Line Pvt.Ltd,Non Extinct,460,5.2016E+11,,6/20/2017 10:56,6/20/2017 10:56,,PET FOOD,,
SANITARIUM MARMITE 250GM,BM66139,FMCG FOOD,G.D. International Pvt.Ltd (BF+VALOR),Non Extinct,525,9.41494E+12,,6/20/2017 10:56,6/20/2017 10:56,,SPREADS,,
COLGATE MAXIMUM CAVITY PROTECTION 100G,BM62232,FMCG H&B,Riyaz Traders Pvt.Ltd.,Non Extinct,80,8.90131E+12,,6/20/2017 10:56,6/20/2017 10:56,,ORAL CARE,,
MAMY POKO PANTS BABY DIAPER S 17PCS,BM48542,FMCG H&B,Nepal Overseas Marketing P. Ltd,Non Extinct,312,8.90362E+12,,6/20/2017 10:56,6/20/2017 10:56,,BABY NEEDS,,
MUMS SAUCE RED CHILLI 200GM,BM68458,FMCG FOOD,Pratham Trade Line Pvt.Ltd.(MUMS),Non Extinct,56,8.90412E+12,,6/20/2017 10:56,6/20/2017 10:56,,SAUCE & VINEGAR,,
MUMS SAUCE RED CHILLI 630GM,BM68457,FMCG FOOD,Pratham Trade Line Pvt.Ltd.(MUMS),Non Extinct,96,8.90412E+12,,6/20/2017 10:56,6/20/2017 10:56,,SAUCE & VINEGAR,,
MUMS SAUCE TOMATO HOT & SWEET 200GM,BM68456,FMCG FOOD,Pratham Trade Line Pvt.Ltd.(MUMS),Non Extinct,80,8.90412E+12,,6/20/2017 10:56,6/20/2017 10:56,,SAUCE & VINEGAR,,
HELIOS PLAIN JAM 340 GRM RASPBERRT,BM64231,FMCG FOOD,G.D. International Pvt.Ltd \ GSM Trade link \ Mayur Impex \ Balajee Trading Concern,Non Extinct,295,8.4101E+12,,6/20/2017 10:56,6/20/2017 10:56,,SPREADS,,
LAPSI,BM8976,FRESH,F & V Supplier- Local Vegetable,Extinct,60,1068,,6/20/2017 10:56,6/20/2017 10:56,,FRESH FRUIT & VEGETABLE,,
RADISH-RED,BM8993,FRESH,F & V Farmer Supplier,Extinct,8,1085,,6/20/2017 10:56,6/20/2017 10:56,,FRESH FRUIT & VEGETABLE,,
RARA VEG NOODLES 75G,BM62477,FMCG FOOD,Global Eye Trade Pvt.Ltd. RARA,Non Extinct,17,8.908E+12,,6/20/2017 10:56,6/20/2017 10:56,,NOODLES & SOUP,,
SUGAR FREE NATURA SWEET DROPS 200 DROPS,BM63125,FMCG FOOD,KAP Traders Pvt. Ltd (Sugar Free),Non Extinct,224,8.90155E+12,,6/20/2017 10:56,6/20/2017 10:56,,HOME BAKE,,
DUO PASTA NUSSA 400G,BM6810,FMCG FOOD,Radhika Import Export,Non Extinct,300,4.0527E+12,,6/20/2017 10:56,6/20/2017 10:56,,SPREADS,,
BAKULLA,BM18128,FRESH,F & V Supplier- Local Vegetable,Extinct,90,1135,,6/20/2017 10:56,6/20/2017 10:56,,FRESH FRUIT & VEGETABLE,,
SUGAR FREE NATURA 100 PELLETS,BM63113,FMCG FOOD,KAP Traders Pvt. Ltd (Sugar Free),Non Extinct,104,8.90112E+12,,6/20/2017 10:56,6/20/2017 10:56,,HOME BAKE,,
MANFORCE STAYLONG CONDOMS PINEAPPLE 10'S,BM67857,FMCG H&B,First step distributors P.Ltd.,Non Extinct,128,8.9041E+12,,6/20/2017 10:56,6/20/2017 10:56,,OTC NON FOOD,,
NEW HARPIC HYGIENIC TOILET RIM BLOCK LAVENDER 26G,BM62851,FMCG H&H,KAP Traders Pvt. Ltd,Non Extinct,96,8.9014E+12,,6/20/2017 10:56,6/20/2017 10:56,,HOUSEHOLD CLEANING,,
BEEFEATER LONDON DRY GIN 100CL,BM51098,LIQUOR & TOBACCO,Om Nava Durga Enterprises Pvt.Ltd.,Non Extinct,4700,5.00033E+12,,6/20/2017 10:56,6/20/2017 10:56,,GIN,,
MALIBU WHITE RUM WITH COCONUT100CL,BM51109,LIQUOR & TOBACCO,Om Nava Durga Enterprises Pvt.Ltd.,Non Extinct,4785,5.01028E+12,,6/20/2017 10:56,6/20/2017 10:56,,RUM,,
CHIVAS REGAL 12 YRS 20CL,BM51100,LIQUOR & TOBACCO,Om Nava Durga Enterprises Pvt.Ltd.,Non Extinct,1325,80432400364,,6/20/2017 10:56,6/20/2017 10:56,,WHISKY,,
EURO GARDEN CHOCO MANIA 375G,BM63373,FMCG FOOD,G.P. Trading Pvt.Ltd.,Non Extinct,285,8.90603E+12,,6/20/2017 10:56,6/20/2017 10:56,,BREAKFAST CEREALS,,
TOBASCO STYLE HOT SAUCE 58ML 58ML,BM58102,FMCG FOOD,Allied Continental\TS Impex\Trinity Exim\Allied Food\Yash Traders,Non Extinct,140,7.17274E+11,,6/20/2017 10:56,6/20/2017 10:56,,SAUCE & VINEGAR,,
GOOD KNIGHT OCTAGON MOSQUITO COIL- 10 COILS (SS),BM43360,FMCG H&H,Pratham Trade Line Pvt.Ltd.(GK),Non Extinct,34,8.90116E+12,,6/20/2017 10:56,6/20/2017 10:56,,PESTICIDES/FRESHENERS,,
CREMICA SANDWICH SPREAD PET BOTTLE 300GM,BM68117,FMCG FOOD,Brajeshwori Overseas Pvt. LTD.,Non Extinct,139,8.90423E+12,,6/20/2017 10:56,6/20/2017 10:56,,SPREADS,,
CREMICA VEG MAYONNAISE PET BOTTLE 300GM,BM68115,FMCG FOOD,Brajeshwori Overseas Pvt. LTD.,Non Extinct,134,8.90423E+12,,6/20/2017 10:56,6/20/2017 10:56,,SPREADS,,
CREMICA TARTAR SAUCE PET BOTTLE 300GM,BM68118,FMCG FOOD,Brajeshwori Overseas Pvt. LTD.,Non Extinct,139,8.90423E+12,,6/20/2017 10:56,6/20/2017 10:56,,SPREADS,,
CREMICA VEG MAY 900,BM68108,FMCG FOOD,Brajeshwori Overseas Pvt. LTD.,Non Extinct,280,8.90423E+12,,6/20/2017 10:56,6/20/2017 10:56,,SPREADS,,
GILLETTE FUSION POWER BLADE 2,BM51359,FMCG H&B,General Marketing,Non Extinct,655,7.70202E+12,,6/20/2017 10:56,6/20/2017 10:56,,SHAVING NEEDS,,
ARIEL MATIC FRONT LOAD 2KG,BM68188,FMCG H&H,General Marketing,Non Extinct,768,4.90243E+12,,6/20/2017 10:56,6/20/2017 10:56,,DETERGENTS,,
SENSODYNE REPAIR & PROTECT TOOTH PASTE 70G,BM62360,FMCG H&B,United Distributors ( Nepal ) Pvt.Ltd. (SENSODYNE),Non Extinct,256,8.90157E+12,,6/20/2017 10:56,6/20/2017 10:56,,ORAL CARE,,
MEIJI YAN YAN STRAWBERRY DIP BISCUIT SNACK 57G,BM27280,FMCG FOOD,Radhika Import Export,Non Extinct,120,8.88808E+12,,6/20/2017 10:56,6/20/2017 10:56,,BISCUITS,,
BIC DISPOSABLE RAZOR PURE LADY  4+2,BM67410,FMCG H&B,Nepal Overseas Marketing P. Ltd,Non Extinct,287,3.08613E+12,,6/20/2017 10:56,6/20/2017 10:56,,SHAVING NEEDS,,
WHEEL POWDER LEMON & JASMINE 300G,BM67248,FMCG H&H,Unilever Nepal Limited,Extinct,20,8.908E+12,,6/20/2017 10:56,6/20/2017 10:56,,DETERGENTS,,
CLEAN & CLEAR FACE WASH MORNING ENERGY APPLE 50ML,BM53376,FMCG H&B,Krishna Nepal Trading Pvt. Ltd. (J&J),Extinct,104,8.90101E+12,,6/20/2017 10:56,6/20/2017 10:56,,SKIN CARE,,
WIPRO SWEET N HEALTHY SUCRALOSE SUGAR SUBSTITUTE 100PLUS100,BM56239,FMCG FOOD,Krishna Nepal Trading Pvt. Ltd. (wipro),Extinct,176,8.9014E+12,,6/20/2017 10:56,6/20/2017 10:56,,HOME BAKE,,
WIPRO SWEET N HEALTHY SUGAR SUBSTITUTE 100PLUS100,BM56237,FMCG FOOD,Krishna Nepal Trading Pvt. Ltd. (wipro),Extinct,176,8.9014E+12,,6/20/2017 10:56,6/20/2017 10:56,,HOME BAKE,,
ENCHANTEUR PARIS MON AMIE 50ML,BM62117,FMCG H&B,Krishna Nepal Trading Pvt. Ltd. (wipro),Extinct,650,8.8882E+12,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
BAMBINO PINEAPPLE SOAN PAPDI 200G,BM60758,FMCG FOOD,Ambuj International,Non Extinct,165,8.90124E+12,,6/20/2017 10:56,6/20/2017 10:56,,CONFECTIONARY,,
KOLSON OVEN FRESH CUP CAKE CHOCOLATE  22GM,BM66247,FMCG FOOD,A 2 Enterprises\A 2 Trade Concern,Non Extinct,20,6.71866E+11,,6/20/2017 10:56,6/20/2017 10:56,,BISCUITS,,
FOGG PARADISE DEO SPRAY 120ML,BM46176,FMCG H&B,Pratham Trade Line Pvt.Ltd. Fogg,Non Extinct,318,8.908E+12,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
FOGG DEO SPRAY FRESH FOUGERE 120ML,BM59560,FMCG H&B,Pratham Trade Line Pvt.Ltd. Fogg,Non Extinct,400,8.908E+12,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
DOON BASMATI RICE 5KG,BM29426,STAPLE,B.B. Enterprises,Non Extinct,715,6.90225E+11,,6/20/2017 10:56,6/20/2017 10:56,,RICE,,
FOGG 1000 SPRAY FOREVER 150ML,BM64168,FMCG H&B,Pratham Trade Line Pvt.Ltd. Fogg,Non Extinct,400,8.908E+12,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
SNOW WOOD 4PLY TEN ROLL (140GM*10),BM66728,FMCG H&H,Zheng cheng Trading,Non Extinct,629,6.9566E+12,,6/20/2017 10:56,6/20/2017 10:56,,PAPER & TISSUE,,
KODOMO NEW BABY FABRIC WASH 600ML,BM66983,FMCG H&B,Pratham Trade Line Pvt.Ltd.,Non Extinct,280,8.85E+12,,6/20/2017 10:56,6/20/2017 10:56,,BABY NEEDS,,
NONGSHIM SOON VEGGIE RAMYUN NOODLES 112G,BM54583,FMCG FOOD,Jay Bhole Baba International\Sudin Int'l\Ant Collection\ Jay Shambhu Intl,Non Extinct,125,8.80104E+12,,6/20/2017 10:56,6/20/2017 10:56,,NOODLES & SOUP,,
NONG SHIM ANSUNG TANG MYUN NOODLE SOUP 125G,BM35624,FMCG FOOD,Jay Bhole Baba International\Sudin Int'l\Ant Collection\ Jay Shambhu Intl,Non Extinct,125,31146157396,,6/20/2017 10:56,6/20/2017 10:56,,NOODLES & SOUP,,
MELLAND PINE NEEDLES CANDY 300GM,BM68769,FMCG FOOD,Khetan Overseas,Non Extinct,320,8.80902E+12,,6/20/2017 10:56,6/20/2017 10:56,,CONFECTIONARY,,
NON SHIM SHINCUP NOODLES 75G,BM3885,FMCG FOOD,Jay Bhole Baba International\Sudin Int'l\Ant Collection\ Jay Shambhu Intl,Non Extinct,132,8.80104E+12,,6/20/2017 10:56,6/20/2017 10:56,,NOODLES & SOUP,,
NON SHIM SHIMRAMYUN NOODLES 120G,BM3884,FMCG FOOD,Jay Bhole Baba International\Sudin Int'l\Ant Collection\ Jay Shambhu Intl,Non Extinct,125,8.80104E+12,,6/20/2017 10:56,6/20/2017 10:56,,NOODLES & SOUP,,
NON SHIM NEOGURI ORIENTAL NOODLES SEA FOOD & MILD 120G,BM3881,FMCG FOOD,Jay Bhole Baba International\Sudin Int'l\Ant Collection\ Jay Shambhu Intl,Non Extinct,132,8.80104E+12,,6/20/2017 10:56,6/20/2017 10:56,,NOODLES & SOUP,,
NON SHIM KIMCHI RAMEN NOODLES 120G,BM3879,FMCG FOOD,Jay Bhole Baba International\Sudin Int'l\Ant Collection\ Jay Shambhu Intl,Non Extinct,132,8.80104E+12,,6/20/2017 10:56,6/20/2017 10:56,,NOODLES & SOUP,,
KODOMO KIDS TOOTHPASTE STRAWBERRY 80G,BM60071,FMCG H&B,Pratham Trade Line Pvt.Ltd.,Non Extinct,140,8.8883E+12,,6/20/2017 10:56,6/20/2017 10:56,,BABY NEEDS,,
KODOMO TOOTH BRUSH SOFT & SLIM 3-5 YRS,BM60080,FMCG H&B,Pratham Trade Line Pvt.Ltd.,Non Extinct,105,8.8883E+12,,6/20/2017 10:56,6/20/2017 10:56,,BABY NEEDS,,
KODOMO CLEANSER FOR BABY BOTTLE & ACCESSORIES 750ML,BM60105,FMCG H&B,Pratham Trade Line Pvt.Ltd.,Non Extinct,450,8.8883E+12,,6/20/2017 10:56,6/20/2017 10:56,,BABY NEEDS,,
SURF EXCEL POWDER QUICK WASH 2KG,BM64089,FMCG H&H,Elida Nepal Limited,Non Extinct,613,8.90103E+12,,6/20/2017 10:56,6/20/2017 10:56,,DETERGENTS,,
KOLSON OVEN FRESH CUP CAKE STRAWBERRY 22GM,BM66248,FMCG FOOD,A 2 Enterprises\A 2 Trade Concern,Non Extinct,20,6.71866E+11,,6/20/2017 10:56,6/20/2017 10:56,,BISCUITS,,
GLUCOVITA  BOLTS 2GX9TABLETES,BM65118,FMCG FOOD,Krishna Nepal Trading Pvt. Ltd. (wipro),Non Extinct,20,8.9014E+12,,6/20/2017 10:56,6/20/2017 10:56,,OTC FOOD,,
KNORR CREAM OF VEGETABLE SOUP 79GM,BM66824,FMCG FOOD,Krishna Nepal Trading Pvt. Ltd.( food),Non Extinct,100,6.28101E+12,,6/20/2017 10:56,6/20/2017 10:56,,NOODLES & SOUP,,
BASAK TOMATO CREAM SOUP 60G,BM54186,FMCG FOOD,Allied Continental\TS Impex\Trinity Exim\Allied Food\Yash Traders,Non Extinct,73,8.69091E+12,,6/20/2017 10:56,6/20/2017 10:56,,NOODLES & SOUP,,
BAMBINO TOMATO SOUP POWDER 60G,BM51852,FMCG FOOD,Ambuj International,Non Extinct,70,8.90124E+12,,6/20/2017 10:56,6/20/2017 10:56,,NOODLES & SOUP,,
KODOMO NEW BABY LOTION 200ML,BM66986,FMCG H&B,Pratham Trade Line Pvt.Ltd.,Non Extinct,199,8.8883E+12,,6/20/2017 10:56,6/20/2017 10:56,,BABY NEEDS,,
NONGSHIM CUP NOODLE SOUP SHRIMP 67G,BM54582,FMCG FOOD,Jay Bhole Baba International\Sudin Int'l\Ant Collection\ Jay Shambhu Intl,Non Extinct,132,31146017119,,6/20/2017 10:56,6/20/2017 10:56,,NOODLES & SOUP,,
NONGSHIM CUP NOODLE SOUP NEOGURI 62G,BM54581,FMCG FOOD,Jay Bhole Baba International\Sudin Int'l\Ant Collection\ Jay Shambhu Intl,Non Extinct,132,31146017072,,6/20/2017 10:56,6/20/2017 10:56,,NOODLES & SOUP,,
NONG SHIM SHIN RAMYUN H & S NOODLES FAMILY 120G X5PCS,BM44202,FMCG FOOD,Jay Bhole Baba International\Sudin Int'l\Ant Collection\ Jay Shambhu Intl,Non Extinct,625,8.80104E+12,,6/20/2017 10:56,6/20/2017 10:56,,NOODLES & SOUP,,
NESTLE MILK CHOCOLATE BAR 36G,BM49710,FMCG FOOD,Nep trade Pvt. Ltd.,Non Extinct,40,8.90106E+12,,6/20/2017 10:56,6/20/2017 10:56,,CONFECTIONARY,,
NESTLE FOXS BLACK CURRANT(TIN) 180GM (1X12),BM58431,FMCG FOOD,Chokhani Enterprises (Nestle),Non Extinct,240,8.9927E+12,,6/20/2017 10:56,6/20/2017 10:56,,CONFECTIONARY,,
HE IS COOL DEO 150 ML,BM68555,FMCG H&B,D and A Traders,Non Extinct,320,8.69097E+12,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
SHE FUN ROLLON 40 ML,BM68536,FMCG H&B,D and A Traders,Non Extinct,200,8.69097E+12,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
SILANG NATURAL OAT CRACKER REGULAR 380G,BM63589,FMCG FOOD,Tunchhe Trans Himalayan Trading concern,Non Extinct,290,6.92325E+12,,6/20/2017 10:56,6/20/2017 10:56,,BISCUITS,,
AMERICAN GARDEN TOMATOES  STEWED 411G,BM64263,FMCG FOOD,Allied Continental\TS Impex\Trinity Exim\Allied Food\Yash Traders,Non Extinct,151,7.17274E+11,,6/20/2017 10:56,6/20/2017 10:56,,CAN FOOD,,
AMERICAN GARDEN TOMATOES DICED 411G,BM64285,FMCG FOOD,Allied Continental\TS Impex\Trinity Exim\Allied Food\Yash Traders,Non Extinct,151,7.17274E+11,,6/20/2017 10:56,6/20/2017 10:56,,CAN FOOD,,
SILANG COCONUT THIN CRACKER 168G,BM63597,FMCG FOOD,Tunchhe Trans Himalayan Trading concern,Non Extinct,175,6.92325E+12,,6/20/2017 10:56,6/20/2017 10:56,,BISCUITS,,
SILANG POTATO CRACKER TOMATO 238G,BM63594,FMCG FOOD,Tunchhe Trans Himalayan Trading concern,Non Extinct,275,6.92325E+12,,6/20/2017 10:56,6/20/2017 10:56,,BISCUITS,,
SILANG POTATO CRACKER KIMCHI 238G,BM63595,FMCG FOOD,Tunchhe Trans Himalayan Trading concern,Non Extinct,275,6.92325E+12,,6/20/2017 10:56,6/20/2017 10:56,,BISCUITS,,
SURF EXCEL EASY WASH 1.5KG,BM65117,FMCG H&H,Elida Nepal Limited,Non Extinct,299,8.90103E+12,,6/20/2017 10:56,6/20/2017 10:56,,DETERGENTS,,
SAFFOLA MASALA OATS & PEPPY TOMATO POUCH  400GM,BM67120,FMCG FOOD,Krishna Nepal Trading Pvt. Ltd.(MARICO),Extinct,232,8.90109E+12,,6/20/2017 10:56,6/20/2017 10:56,,BREAKFAST CEREALS,,
SAFFOLA NATURAL OATS POUCH 1000GM,BM67122,FMCG FOOD,Krishna Nepal Trading Pvt. Ltd.(MARICO),Extinct,280,8.90109E+12,,6/20/2017 10:56,6/20/2017 10:56,,BREAKFAST CEREALS,,
NONG SHIM ONIONS RINGS 90G,BM3890,FMCG FOOD,Jay Bhole Baba International\Sudin Int'l\Ant Collection\ Jay Shambhu Intl,Non Extinct,137,8.80104E+12,,6/20/2017 10:56,6/20/2017 10:56,,SNACKS/SAVOURIES,,
HAPPYDENT WHITE XYLIT  SUGARFREE CHEWING GUM BOTTLE 27.5G,BM56686,FMCG FOOD,Sayami tradlink pvt ltd Perfetti,Non Extinct,80,8.90139E+12,,6/20/2017 10:56,6/20/2017 10:56,,CONFECTIONARY,,
HALDIRAMS SATTU 500G,BM61780,STAPLE,Vishwanath trade House Pvt.Ltd./Devki Overseas,Non Extinct,180,8.90406E+12,,6/20/2017 10:56,6/20/2017 10:56,,SATTU,,
KELLOGGS CORNFLAKES ORIGINAL 475G,BM63400,FMCG FOOD,United Distributors ( Nepal ) Pvt.Ltd. (Kelloggs),Non Extinct,315,8.9015E+12,,6/20/2017 10:56,6/20/2017 10:56,,BREAKFAST CEREALS,,
FOGG BLUE SKIES 120ML,BM61554,FMCG H&B,Pratham Trade Line Pvt.Ltd. Fogg,Non Extinct,440,8.908E+12,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
FOGG ROYAL DEO SPRAY 120ML,BM45018,FMCG H&B,Pratham Trade Line Pvt.Ltd. Fogg,Non Extinct,318,8.908E+12,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
VASMOL SUPER FRESH SHAVING CREAM (CM) 125GM,BM64734,FMCG H&B,Krishna Nepal Trading Pvt. Ltd. Stx,Non Extinct,44,8.90125E+12,,6/20/2017 10:56,6/20/2017 10:56,,SHAVING NEEDS,,
FOGG DEO SPRAY FRESH ORIENTAL 120ML,BM59559,FMCG H&B,Pratham Trade Line Pvt.Ltd. Fogg,Non Extinct,400,8.908E+12,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
FOGG BLUE OCEAN 120ML,BM61553,FMCG H&B,Pratham Trade Line Pvt.Ltd. Fogg,Non Extinct,440,8.908E+12,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
TONG GARDEN CUTTLEFISH COATED GREEN PEAS 50G,BM40478,FMCG FOOD,Zodiac Marketing Pvt.Ltd,Non Extinct,52,8.85029E+12,,6/20/2017 10:56,6/20/2017 10:56,,SNACKS/SAVOURIES,,
SILANG GREEN ONION THIN CRACKER 264G,BM63596,FMCG FOOD,Tunchhe Trans Himalayan Trading concern,Non Extinct,210,6.92325E+12,,6/20/2017 10:56,6/20/2017 10:56,,BISCUITS,,
SILANG OQ OATMEAL MULTIGRAIN 320G,BM63592,FMCG FOOD,Tunchhe Trans Himalayan Trading concern,Non Extinct,330,6.92325E+12,,6/20/2017 10:56,6/20/2017 10:56,,BISCUITS,,
SILANG NATURAL OAT CRACKER NO SUGAR 380G,BM63590,FMCG FOOD,Tunchhe Trans Himalayan Trading concern,Non Extinct,290,6.92325E+12,,6/20/2017 10:56,6/20/2017 10:56,,BISCUITS,,
CREMICA VEG MAYONNAISE 450 GM,BM68420,FMCG FOOD,Brajeshwori Overseas Pvt. LTD.,Non Extinct,220,8.90423E+12,,6/20/2017 10:56,6/20/2017 10:56,,SPREADS,,
CREMICA CHIPOTLE SANDWICH MAYO 300 GM,BM68428,FMCG FOOD,Brajeshwori Overseas Pvt. LTD.,Non Extinct,139.2,8.90423E+12,,6/20/2017 10:56,6/20/2017 10:56,,SPREADS,,
CLINIC PLUS SHAMPOO STRONG & LONG NEPAL 340ML,BM65173,FMCG H&B,Unilever Nepal Limited,Non Extinct,210,8.908E+12,,6/20/2017 10:56,6/20/2017 10:56,,HAIR CARE,,
FOGG ROLL ON DEO STATUS MEN 50ML,BM64160,FMCG H&B,Pratham Trade Line Pvt.Ltd. Fogg,Non Extinct,170,6.29101E+12,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
FOGG ROLL ON DEO ULTIMATE MEN 50ML,BM64161,FMCG H&B,Pratham Trade Line Pvt.Ltd. Fogg,Non Extinct,170,6.29101E+12,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
FOGG ROLL ON DEO ABSOLUTE MEN 50ML,BM64162,FMCG H&B,Pratham Trade Line Pvt.Ltd. Fogg,Non Extinct,170,6.29101E+12,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
SHE NEW YORK ROLLON 40 ML,BM68539,FMCG H&B,D and A Traders,Non Extinct,200,8.69097E+12,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
PRIYAGOLD ITALIANO BUTTER COOKIES 150G,BM57459,FMCG FOOD,Vishwanath & Sons,Non Extinct,70,8.90165E+12,,6/20/2017 10:56,6/20/2017 10:56,,BISCUITS,,
PRIYAGOLD ITALIANO BUTTER COOKIES 100G,BM57462,FMCG FOOD,Vishwanath & Sons,Non Extinct,45,8.90165E+12,,6/20/2017 10:56,6/20/2017 10:56,,BISCUITS,,
FOGG DEO ABSOLUTE BODY SPRAY 120ML,BM63348,FMCG H&B,Pratham Trade Line Pvt.Ltd. Fogg,Non Extinct,360,8.908E+12,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
SNOW WOOD 4PLY TEN ROLL (160GM*10),BM66729,FMCG H&H,Zheng cheng Trading,Non Extinct,664,6.9566E+12,,6/20/2017 10:56,6/20/2017 10:56,,PAPER & TISSUE,,
VITAMILK SOYAMILK REGULAR 1000ML,BM67588,FMCG FOOD,Maruti Trading Pvt.Ltd.,Non Extinct,300,8.85103E+12,,6/20/2017 10:56,6/20/2017 10:56,,BEVERAGE,,
TONG GARDEN SEAWEED & WASABI BROAD BEANS 40G,BM40014,FMCG FOOD,Zodiac Marketing Pvt.Ltd,Non Extinct,52,8.85029E+12,,6/20/2017 10:56,6/20/2017 10:56,,SNACKS/SAVOURIES,,
TONG GARDEN SALTED CASHEW TIN 150G,BM40017,FMCG FOOD,Zodiac Marketing Pvt.Ltd,Non Extinct,546,8.85029E+12,,6/20/2017 10:56,6/20/2017 10:56,,SNACKS/SAVOURIES,,
URZANTE OLIVE POMACE OIL 250ML,BM50099,STAPLE,Zodiac Marketing Pvt.Ltd,Non Extinct,236,8.42324E+12,,6/20/2017 10:56,6/20/2017 10:56,,EDIBLE OIL,,
TONG GARDEN PROMOTION PACK PARTY SNACK 5+1 240GM,BM67089,FMCG FOOD,Zodiac Marketing Pvt.Ltd,Non Extinct,260,8.50292E+11,,6/20/2017 10:56,6/20/2017 10:56,,SNACKS/SAVOURIES,,
TONG GARDEN PROMOTION PACK SALTED PEANUT 5+1 250GM,BM67090,FMCG FOOD,Zodiac Marketing Pvt.Ltd,Non Extinct,260,8.85029E+12,,6/20/2017 10:56,6/20/2017 10:56,,SNACKS/SAVOURIES,,
FUJI KIMONO ASSORTED CANDY 500G,BM54756,FMCG FOOD,Khetan Overseas,Non Extinct,345,9.55612E+12,,6/20/2017 10:56,6/20/2017 10:56,,CONFECTIONARY,,
FUJI ASSORTED FRUITS CANDY (MUTHA) 250G,BM12291,FMCG FOOD,Khetan Overseas,Non Extinct,175,9.55612E+12,,6/20/2017 10:56,6/20/2017 10:56,,CONFECTIONARY,,
FUJI ASSORTED CANDY (TM CLASSIC CANDY) 250G,BM16499,FMCG FOOD,Khetan Overseas,Non Extinct,175,9.55548E+12,,6/20/2017 10:56,6/20/2017 10:56,,CONFECTIONARY,,
FOGG ROLL ON DEO ELEGANCE  WOMEN 50ML,BM64165,FMCG H&B,Pratham Trade Line Pvt.Ltd. Fogg,Non Extinct,170,6.29101E+12,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
FOGG ROLL ON DEO BOLD  WOMEN 50ML,BM64163,FMCG H&B,Pratham Trade Line Pvt.Ltd. Fogg,Non Extinct,170,6.29101E+12,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
FOGG ROLL ON DEO SPLENDID  WOMEN 50ML,BM64164,FMCG H&B,Pratham Trade Line Pvt.Ltd. Fogg,Non Extinct,170,6.29101E+12,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
PRIYAGOLD DIGESTIVE BISCUITS 250GM,BM65680,FMCG FOOD,Vishwanath & Sons,Non Extinct,85,8.90165E+12,,6/20/2017 10:56,6/20/2017 10:56,,BISCUITS,,
SHE PRETTY ROLLON 40 ML,BM68542,FMCG H&B,D and A Traders,Non Extinct,200,8.69097E+12,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
EXTORY COBALT MEN DEO 150 ML,BM68552,FMCG H&B,D and A Traders,Non Extinct,320,8.69097E+12,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
CALDION NIGHT MEN DEO 150 ML,BM68548,FMCG H&B,D and A Traders,Non Extinct,320,8.69097E+12,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
EQUAL DEO MEN 150 ML,BM68549,FMCG H&B,D and A Traders,Non Extinct,320,8.69097E+12,,6/20/2017 10:56,6/20/2017 10:56,,DEOS & PERFUME,,
