"143","BM11412","1109","236","0","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"144","BM20241","8108","1","0","FRESH","FRESH FRUIT & VEGETABLE","LONG FRUITS","2017-07-04 05:47:02","2017-07-04 05:47:02"
"145","BM8954","1046","236","2.661","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"146","BM8938","1030","2","0","FRESH","FRESH FRUIT & VEGETABLE","LONG FRUITS","2017-07-04 05:47:02","2017-07-04 05:47:02"
"147","BM20174","8041","27","0","FRESH","FRESH FRUIT & VEGETABLE","LONG FRUITS","2017-07-04 05:47:02","2017-07-04 05:47:02"
"148","BM8925","1017","58","35.415","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"149","BM13342","2111","266","9.13","FRESH","FRESH FRUIT & VEGETABLE","LONG FRUITS","2017-07-04 05:47:02","2017-07-04 05:47:02"
"150","BM8943","1035","267","0","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"151","BM9052","2045","268","-0.475","FRESH","FRESH FRUIT & VEGETABLE","LONG FRUITS","2017-07-04 05:47:02","2017-07-04 05:47:02"
"152","BM8940","1032","374","0","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"153","BM9065","2058","27","0","FRESH","FRESH FRUIT & VEGETABLE","SOFT FRUITS","2017-07-04 05:47:02","2017-07-04 05:47:02"
"154","BM9061","2054","27","1733","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"155","BM8917","1009","267","9.306","FRESH","FRESH FRUIT & VEGETABLE","LONG FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"156","BM21898","2133","27","0","FRESH","FRESH FRUIT & VEGETABLE","SOFT FRUITS","2017-07-04 05:47:02","2017-07-04 05:47:02"
"157","BM8937","1029","5","0.322","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"158","BM20093","7071","3","0","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"159","BM9087","2080","1","0","FRESH","FRESH FRUIT & VEGETABLE","LONG FRUITS","2017-07-04 05:47:02","2017-07-04 05:47:02"
"160","BM9074","2067","27","0","FRESH","FRESH FRUIT & VEGETABLE","LONG FRUITS","2017-07-04 05:47:02","2017-07-04 05:47:02"
"161","BM8924","1016","38","0","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"162","BM9065","2058","53","0","FRESH","FRESH FRUIT & VEGETABLE","SOFT FRUITS","2017-07-04 05:47:02","2017-07-04 05:47:02"
"163","BM8962","1054","236","0","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"164","BM8970","1062","267","0","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"165","BM8948","1040","266","5.38","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"166","BM19859","2131","27","210","FRESH","FRESH FRUIT & VEGETABLE","LONG FRUITS","2017-07-04 05:47:02","2017-07-04 05:47:02"
"167","BM8982","1074","245","0","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"168","BM8954","1046","374","1.515","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"169","BM8925","1017","5","6.79","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"170","BM9067","2060","266","0","FRESH","FRESH FRUIT & VEGETABLE","SOFT FRUITS","2017-07-04 05:47:02","2017-07-04 05:47:02"
"171","BM9027","2020","3","0","FRESH","FRESH FRUIT & VEGETABLE","SOFT FRUITS","2017-07-04 05:47:02","2017-07-04 05:47:02"
"172","BM8972","1064","266","0.695","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"173","BM9019","2012","266","0","FRESH","FRESH FRUIT & VEGETABLE","LONG FRUITS","2017-07-04 05:47:02","2017-07-04 05:47:02"
"174","BM8952","1044","374","0.68","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"175","BM9011","2004","1","0","FRESH","FRESH FRUIT & VEGETABLE","LONG FRUITS","2017-07-04 05:47:02","2017-07-04 05:47:02"
"176","BM9066","2059","236","0","FRESH","FRESH FRUIT & VEGETABLE","SOFT FRUITS","2017-07-04 05:47:02","2017-07-04 05:47:02"
"177","BM63138","2345","265","3.88","FRESH","FRESH FRUIT & VEGETABLE","SOFT FRUITS","2017-07-04 05:47:02","2017-07-04 05:47:02"
"178","BM20099","7077","266","0","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"179","BM63138","2345","3","0","FRESH","FRESH FRUIT & VEGETABLE","SOFT FRUITS","2017-07-04 05:47:02","2017-07-04 05:47:02"
"180","BM8922","1014","58","0.71","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"181","BM8981","1073","58","0","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"182","BM8953","1045","5","1.945","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"183","BM9022","2015","12","0","FRESH","FRESH FRUIT & VEGETABLE","SOFT FRUITS","2017-07-04 05:47:02","2017-07-04 05:47:02"
"184","BM9053","2046","38","0","FRESH","FRESH FRUIT & VEGETABLE","LONG FRUITS","2017-07-04 05:47:02","2017-07-04 05:47:02"
"185","BM20229","8096","266","0","FRESH","FRESH FRUIT & VEGETABLE","SOFT FRUITS","2017-07-04 05:47:02","2017-07-04 05:47:02"
"186","BM8941","1033","4","1","FRESH","FRESH FRUIT & VEGETABLE","FRESH VEG","2017-07-04 05:47:02","2017-07-04 05:47:02"
"187","BM9053","2046","1","0","FRESH","FRESH FRUIT & VEGETABLE","LONG FRUITS","2017-07-04 05:47:02","2017-07-04 05:47:02"
