ICODE,ITEM_EXTINCT
BM64851,Extinct
BM64619,Extinct
BM56159,Non Extinct
BM31079,Non Extinct
BM56683,Non Extinct
BM39261,Non Extinct
BM68251,Non Extinct
BM68185,Non Extinct
BM58663,Non Extinct
BM58666,Non Extinct
BM68591,Non Extinct
BM68592,Non Extinct
BM67199,Non Extinct
BM65293,Non Extinct
BM64983,Non Extinct
BM68575,Non Extinct
BM68577,Non Extinct
BM68561,Non Extinct
BM68562,Non Extinct
BM68563,Non Extinct
BM54105,Non Extinct
BM47163,Non Extinct
BM44829,Non Extinct
BM44832,Non Extinct
BM60313,Non Extinct
BM50647,Non Extinct
BM45120,Non Extinct
BM64187,Non Extinct
BM53749,Non Extinct
BM1091,Non Extinct
BM47696,Non Extinct
BM49672,Non Extinct
BM54107,Non Extinct
BM54110,Non Extinct
BM6590,Non Extinct
BM6594,Non Extinct
BM56132,Non Extinct
BM62120,Non Extinct
BM25644,Non Extinct
BM3185,Non Extinct
BM68564,Non Extinct
BM68565,Non Extinct
BM68566,Non Extinct
BM68567,Non Extinct
BM68568,Non Extinct
BM68576,Non Extinct
BM65809,Non Extinct
BM65810,Non Extinct
BM65811,Non Extinct
BM58046,Non Extinct
BM58052,Non Extinct
BM63401,Non Extinct
BM35077,Non Extinct
BM41670,Non Extinct
BM59750,Non Extinct
BM41661,Non Extinct
BM41672,Non Extinct
BM63999,Non Extinct
BM66046,Non Extinct
BM66047,Non Extinct
BM67909,Non Extinct
BM30482,Non Extinct
BM66569,Non Extinct
BM66570,Non Extinct
BM66571,Non Extinct
BM66572,Non Extinct
BM66573,Non Extinct
BM6600,Non Extinct
BM33238,Non Extinct
BM38877,Extinct
BM63351,Non Extinct
BM64952,Non Extinct
BM63122,Non Extinct
BM30486,Non Extinct
BM9934,Non Extinct
BM64291,Non Extinct
BM64293,Non Extinct
BM64294,Non Extinct
BM64295,Non Extinct
BM64297,Non Extinct
BM62159,Non Extinct
BM41662,Non Extinct
BM56543,Non Extinct
BM66818,Non Extinct
BM55361,Non Extinct
BM67320,Non Extinct
BM48929,Non Extinct
BM65812,Non Extinct
BM65817,Non Extinct
BM64300,Non Extinct
BM48693,Non Extinct
BM48702,Non Extinct
BM57732,Non Extinct
BM63052,Non Extinct
BM17525,Extinct
BM55962,Non Extinct
BM64302,Non Extinct
BM56580,Extinct
BM64305,Non Extinct
BM56151,Non Extinct
BM56157,Non Extinct
BM47037,Non Extinct
BM65334,Non Extinct
BM67136,Non Extinct
BM57814,Non Extinct
BM50432,Non Extinct
BM53744,Non Extinct
BM67132,Non Extinct
BM62144,Non Extinct
BM62149,Non Extinct
BM50654,Extinct
BM51876,Non Extinct
BM61520,Non Extinct
BM7531,Non Extinct
BM32875,Non Extinct
BM9938,Non Extinct
BM56163,Non Extinct
BM50946,Non Extinct
BM50953,Extinct
BM50959,Non Extinct
BM50970,Non Extinct
BM60834,Non Extinct
BM50967,Non Extinct
BM48180,Non Extinct
BM67131,Non Extinct
BM66567,Non Extinct
BM66568,Non Extinct
BM29349,Non Extinct
BM56682,Non Extinct
BM31481,Non Extinct
BM58580,Non Extinct
BM49486,Non Extinct
BM61883,Non Extinct
BM65416,Non Extinct
BM65417,Non Extinct
BM49648,Non Extinct
BM19323,Non Extinct
BM63771,Non Extinct
BM11804,Non Extinct
BM66140,Non Extinct
BM9942,Non Extinct
BM60687,Non Extinct
BM63192,Non Extinct
BM68467,Non Extinct
BM64783,Non Extinct
BM59048,Non Extinct
BM8939,Extinct
BM8926,Extinct
BM8938,Extinct
BM4934,Non Extinct
BM62102,Non Extinct
BM49467,Non Extinct
BM36045,Non Extinct
BM36047,Non Extinct
BM36052,Non Extinct
BM62105,Non Extinct
BM1119,Non Extinct
BM65887,Non Extinct
BM63735,Non Extinct
BM68189,Non Extinct
BM63734,Non Extinct
BM46696,Non Extinct
BM42901,Non Extinct
BM41658,Non Extinct
BM41685,Non Extinct
BM1497,Non Extinct
BM67349,Non Extinct
BM66979,Extinct
BM64650,Extinct
BM8960,Extinct
BM64651,Extinct
BM67533,Non Extinct
BM68000,Non Extinct
BM68001,Non Extinct
BM68002,Non Extinct
BM68003,Non Extinct
BM11435,Non Extinct
BM53742,Non Extinct
BM65752,Non Extinct
BM65753,Non Extinct
BM67327,Non Extinct
BM68724,Non Extinct
BM65633,Non Extinct
BM64934,Non Extinct
BM64964,Non Extinct
BM64092,Non Extinct
BM66920,Non Extinct
BM61476,Non Extinct
BM62021,Non Extinct
BM43219,Non Extinct
BM64207,Non Extinct
BM44234,Non Extinct
BM63544,Non Extinct
BM67537,Non Extinct
BM67535,Non Extinct
BM63408,Non Extinct
BM63409,Non Extinct
BM40011,Non Extinct
BM45774,Non Extinct
BM68295,Non Extinct
BM46705,Non Extinct
BM46718,Non Extinct
BM20098,Extinct
BM66279,Non Extinct
BM66280,Non Extinct
BM50079,Extinct
BM50081,Extinct
BM57790,Non Extinct
BM66051,Non Extinct
BM28559,Non Extinct
BM31595,Non Extinct
BM62152,Non Extinct
BM68193,Non Extinct
BM68369,Non Extinct
BM60998,Extinct
BM64652,Extinct
BM40018,Non Extinct
BM63176,Non Extinct
BM46661,Non Extinct
BM68004,Non Extinct
BM46649,Non Extinct
BM46683,Non Extinct
BM46693,Non Extinct
BM62808,Extinct
BM66108,Non Extinct
BM20887,Non Extinct
BM59067,Non Extinct
BM50880,Non Extinct
BM59095,Non Extinct
BM61909,Non Extinct
BM63355,Non Extinct
BM60159,Non Extinct
BM60162,Non Extinct
BM57817,Non Extinct
BM56123,Extinct
BM55438,Non Extinct
BM66323,Non Extinct
BM66322,Non Extinct
BM64553,Extinct
BM63773,Non Extinct
BM63899,Non Extinct
BM63900,Non Extinct
BM61200,Non Extinct
BM61201,Non Extinct
BM56135,Non Extinct
BM54992,Non Extinct
BM64780,Non Extinct
BM59681,Non Extinct
BM52048,Non Extinct
BM59788,Non Extinct
BM7646,Non Extinct
BM62805,Non Extinct
BM67817,Non Extinct
BM63607,Non Extinct
BM66715,Non Extinct
BM59526,Non Extinct
BM68605,Non Extinct
BM59373,Extinct
BM57607,Non Extinct
BM59109,Non Extinct
BM57604,Non Extinct
BM59110,Non Extinct
BM41852,Non Extinct
BM41854,Non Extinct
BM64152,Non Extinct
BM64153,Non Extinct
BM36050,Non Extinct
BM4930,Non Extinct
BM55100,Non Extinct
BM50911,Extinct
BM55872,Non Extinct
BM24343,Non Extinct
BM24350,Non Extinct
BM29470,Non Extinct
BM59381,Extinct
BM59384,Extinct
BM33022,Non Extinct
BM59322,Extinct
BM55758,Non Extinct
BM56125,Non Extinct
BM55759,Non Extinct
BM62122,Non Extinct
BM60076,Non Extinct
BM59565,Non Extinct
BM57617,Extinct
BM57624,Non Extinct
BM54224,Extinct
BM54227,Extinct
BM11610,Extinct
BM57413,Non Extinct
BM66819,Non Extinct
BM20093,Extinct
BM9023,Non Extinct
BM63410,Non Extinct
BM63412,Non Extinct
BM63541,Non Extinct
BM63540,Non Extinct
BM67241,Non Extinct
BM61980,Non Extinct
BM61981,Non Extinct
BM1499,Non Extinct
BM67579,Non Extinct
BM68411,Non Extinct
BM67534,Non Extinct
BM63393,Non Extinct
BM57792,Non Extinct
BM40486,Non Extinct
BM62967,Non Extinct
BM41082,Non Extinct
BM63543,Non Extinct
BM4456,Non Extinct
BM4466,Non Extinct
BM51900,Non Extinct
BM63997,Non Extinct
BM54830,Non Extinct
BM51898,Non Extinct
BM56252,Non Extinct
BM55606,Extinct
BM68725,Non Extinct
BM68726,Non Extinct
BM68727,Non Extinct
BM68730,Non Extinct
BM56154,Non Extinct
BM59751,Non Extinct
BM60574,Non Extinct
BM33942,Non Extinct
BM24338,Non Extinct
BM57153,Non Extinct
BM68774,Non Extinct
BM68775,Non Extinct
BM55134,Non Extinct
BM63913,Non Extinct
BM67734,Non Extinct
BM55189,Non Extinct
BM61916,Non Extinct
BM55150,Non Extinct
BM65665,Non Extinct
BM65666,Non Extinct
BM51675,Non Extinct
BM63406,Non Extinct
BM63411,Non Extinct
BM48964,Non Extinct
BM62846,Extinct
BM8989,Extinct
BM61620,Non Extinct
BM61624,Non Extinct
BM55101,Non Extinct
BM4925,Non Extinct
BM11374,Extinct
BM54556,Non Extinct
BM56708,Non Extinct
BM54553,Non Extinct
BM57056,Non Extinct
BM58191,Non Extinct
BM64721,Non Extinct
BM64724,Non Extinct
BM65758,Non Extinct
BM65761,Non Extinct
BM65764,Non Extinct
BM64717,Non Extinct
BM64917,Non Extinct
BM53756,Non Extinct
BM64918,Non Extinct
BM65631,Non Extinct
BM59652,Non Extinct
BM63105,Extinct
BM61556,Non Extinct
BM63100,Extinct
BM63102,Extinct
BM67336,Non Extinct
BM67337,Non Extinct
BM67338,Non Extinct
BM67339,Non Extinct
BM67340,Non Extinct
BM60177,Non Extinct
BM60350,Non Extinct
BM60352,Non Extinct
BM59743,Non Extinct
BM59745,Non Extinct
BM65632,Non Extinct
BM65634,Non Extinct
BM63988,Non Extinct
BM63967,Non Extinct
BM63968,Non Extinct
BM63889,Non Extinct
BM11319,Non Extinct
BM11294,Non Extinct
BM11257,Non Extinct
BM64750,Extinct
BM65899,Non Extinct
BM65895,Non Extinct
BM64751,Non Extinct
BM64752,Non Extinct
BM64784,Extinct
BM66089,Non Extinct
BM66093,Non Extinct
BM65180,Non Extinct
BM65183,Non Extinct
BM65018,Extinct
BM65019,Extinct
BM67243,Extinct
BM64878,Non Extinct
BM63042,Non Extinct
BM63969,Non Extinct
BM63970,Non Extinct
BM66977,Extinct
BM67536,Non Extinct
BM59744,Non Extinct
BM49423,Non Extinct
BM63043,Non Extinct
BM19859,Non Extinct
BM7535,Non Extinct
BM7538,Non Extinct
BM65763,Non Extinct
BM64872,Non Extinct
BM64873,Non Extinct
BM64874,Non Extinct
BM64880,Non Extinct
BM63356,Non Extinct
BM67797,Non Extinct
BM63358,Non Extinct
BM66721,Non Extinct
BM66987,Non Extinct
BM63918,Non Extinct
BM8928,Non Extinct
BM59544,Non Extinct
BM65175,Non Extinct
BM65176,Non Extinct
BM65177,Non Extinct
BM65178,Non Extinct
BM65179,Non Extinct
BM65181,Non Extinct
BM49422,Non Extinct
BM68307,Non Extinct
BM65162,Non Extinct
BM65163,Non Extinct
BM60351,Non Extinct
BM44214,Non Extinct
BM32366,Non Extinct
BM62217,Non Extinct
BM65184,Non Extinct
BM64720,Non Extinct
BM64726,Non Extinct
BM64011,Non Extinct
BM64012,Non Extinct
BM65156,Non Extinct
BM65182,Non Extinct
BM64158,Non Extinct
BM64887,Non Extinct
BM63990,Non Extinct
BM63923,Non Extinct
BM66041,Non Extinct
BM41692,Non Extinct
BM41708,Non Extinct
BM64183,Non Extinct
BM64876,Non Extinct
BM64877,Non Extinct
BM48967,Non Extinct
BM12382,Non Extinct
BM12380,Non Extinct
BM64875,Non Extinct
BM65697,Non Extinct
BM60659,Non Extinct
BM65547,Non Extinct
BM59158,Non Extinct
BM59784,Non Extinct
BM64499,Non Extinct
BM28544,Non Extinct
BM3891,Non Extinct
BM3894,Non Extinct
BM3888,Non Extinct
BM66583,Non Extinct
BM64914,Non Extinct
BM67093,Non Extinct
BM65901,Non Extinct
BM3889,Non Extinct
BM67731,Non Extinct
BM29834,Non Extinct
BM65903,Non Extinct
BM59111,Non Extinct
BM66037,Non Extinct
BM65902,Non Extinct
BM64508,Non Extinct
BM66299,Non Extinct
BM66098,Non Extinct
BM64500,Non Extinct
BM64507,Non Extinct
BM64933,Extinct
BM64234,Non Extinct
BM65621,Non Extinct
BM65153,Non Extinct
BM67546,Non Extinct
BM57163,Non Extinct
BM66647,Non Extinct
BM68280,Non Extinct
BM64239,Non Extinct
BM50128,Non Extinct
BM43381,Non Extinct
BM67712,Non Extinct
BM51012,Non Extinct
BM61090,Non Extinct
BM67323,Non Extinct
BM67324,Non Extinct
BM65622,Non Extinct
BM59796,Non Extinct
BM68282,Non Extinct
BM68285,Non Extinct
BM68288,Non Extinct
BM68291,Non Extinct
BM64973,Non Extinct
BM65296,Non Extinct
BM66036,Non Extinct
BM64580,Non Extinct
BM60532,Non Extinct
BM59290,Non Extinct
BM11213,Non Extinct
BM39257,Non Extinct
BM64813,Non Extinct
BM68284,Non Extinct
BM67538,Non Extinct
BM67539,Non Extinct
BM67547,Non Extinct
BM66300,Non Extinct
BM68526,Non Extinct
BM64749,Non Extinct
BM64785,Non Extinct
BM65527,Extinct
BM65755,Non Extinct
BM67280,Non Extinct
BM65754,Non Extinct
BM65756,Non Extinct
BM65757,Non Extinct
BM65759,Non Extinct
BM65760,Non Extinct
BM65762,Non Extinct
BM67297,Non Extinct
BM3910,Non Extinct
BM3911,Non Extinct
BM64857,Non Extinct
BM64858,Non Extinct
BM64859,Non Extinct
BM68244,Non Extinct
BM68281,Non Extinct
BM68283,Non Extinct
BM68286,Non Extinct
BM68287,Non Extinct
BM68289,Non Extinct
BM50131,Non Extinct
BM65420,Non Extinct
BM65475,Non Extinct
BM65145,Extinct
BM65146,Extinct
BM66648,Non Extinct
BM66650,Non Extinct
BM27961,Non Extinct
BM63998,Non Extinct
BM9513,Extinct
BM64916,Non Extinct
BM63402,Non Extinct
BM68290,Non Extinct
BM68292,Non Extinct
BM65532,Extinct
BM48971,Non Extinct
BM65189,Non Extinct
BM65190,Non Extinct
BM65193,Non Extinct
BM65196,Non Extinct
BM65264,Non Extinct
BM65266,Non Extinct
BM6814,Non Extinct
BM11916,Non Extinct
BM65496,Non Extinct
BM65497,Non Extinct
BM65498,Non Extinct
BM65499,Non Extinct
BM29833,Non Extinct
BM63949,Non Extinct
BM63453,Non Extinct
BM8961,Extinct
BM47020,Extinct
BM8964,Extinct
BM65501,Non Extinct
BM65343,Non Extinct
BM6472,Non Extinct
BM6478,Non Extinct
BM63111,Extinct
BM61915,Non Extinct
BM66988,Non Extinct
BM59155,Non Extinct
BM66985,Non Extinct
BM4240,Non Extinct
BM64932,Non Extinct
BM64366,Non Extinct
BM65519,Non Extinct
BM64786,Extinct
BM64787,Extinct
BM67330,Non Extinct
BM66837,Non Extinct
BM66838,Non Extinct
BM67357,Non Extinct
BM63368,Non Extinct
BM62607,Non Extinct
BM59124,Non Extinct
BM59127,Non Extinct
BM59126,Non Extinct
BM65530,Extinct
BM65531,Non Extinct
BM66984,Non Extinct
BM67143,Non Extinct
BM66751,Non Extinct
BM6495,Non Extinct
BM6467,Non Extinct
BM67335,Non Extinct
BM30881,Non Extinct
BM39566,Non Extinct
BM64715,Non Extinct
BM67177,Non Extinct
BM1032,Non Extinct
BM63608,Non Extinct
BM63605,Non Extinct
BM67179,Non Extinct
BM67180,Non Extinct
BM67370,Non Extinct
BM64380,Extinct
BM64384,Non Extinct
BM43079,Non Extinct
BM64881,Non Extinct
BM47067,Non Extinct
BM64882,Non Extinct
BM64883,Extinct
BM64884,Extinct
BM46814,Non Extinct
BM60613,Non Extinct
BM67271,Non Extinct
BM64266,Non Extinct
BM64267,Non Extinct
BM64268,Non Extinct
BM64269,Non Extinct
BM64270,Non Extinct
BM59483,Non Extinct
BM68695,Non Extinct
BM68696,Non Extinct
BM68697,Non Extinct
BM64886,Non Extinct
BM64169,Non Extinct
BM64393,Extinct
BM64359,Non Extinct
BM64212,Non Extinct
BM64215,Non Extinct
BM64387,Non Extinct
BM64388,Extinct
BM65333,Extinct
BM64735,Non Extinct
BM63108,Extinct
BM63357,Non Extinct
BM63362,Non Extinct
BM63365,Non Extinct
BM67378,Non Extinct
BM67024,Non Extinct
BM64276,Non Extinct
BM62821,Extinct
BM40305,Non Extinct
BM66651,Non Extinct
BM64627,Non Extinct
BM64628,Non Extinct
BM64271,Non Extinct
BM64272,Non Extinct
BM64274,Non Extinct
BM64978,Extinct
BM64979,Extinct
BM64980,Extinct
BM64981,Extinct
BM67029,Non Extinct
BM60806,Non Extinct
BM53731,Non Extinct
BM56685,Non Extinct
BM64280,Non Extinct
BM64282,Non Extinct
BM64277,Non Extinct
BM64279,Non Extinct
BM65553,Non Extinct
BM1038,Non Extinct
BM41663,Non Extinct
BM1026,Non Extinct
BM62161,Non Extinct
BM65056,Extinct
BM64970,Non Extinct
BM64971,Non Extinct
BM64972,Non Extinct
BM65031,Extinct
BM59789,Non Extinct
BM53743,Non Extinct
BM67247,Non Extinct
BM66413,Non Extinct
BM66416,Non Extinct
BM64395,Non Extinct
BM65677,Non Extinct
BM65481,Non Extinct
BM64406,Extinct
BM64373,Non Extinct
BM58569,Non Extinct
BM43534,Non Extinct
BM67409,Non Extinct
BM64969,Non Extinct
BM66417,Non Extinct
BM66421,Non Extinct
BM64501,Non Extinct
BM67319,Non Extinct
BM67322,Non Extinct
BM9362,Non Extinct
BM67659,Non Extinct
BM67019,Non Extinct
BM67021,Non Extinct
BM67031,Non Extinct
BM67033,Non Extinct
BM64374,Non Extinct
BM54235,Extinct
BM67129,Non Extinct
BM54237,Extinct
BM54238,Extinct
BM65028,Extinct
BM46749,Non Extinct
BM63629,Non Extinct
BM65238,Non Extinct
BM65832,Non Extinct
BM65833,Non Extinct
BM65834,Non Extinct
BM67462,Non Extinct
BM60608,Non Extinct
BM60618,Non Extinct
BM67381,Non Extinct
BM65034,Extinct
BM65037,Extinct
BM65715,Extinct
BM50650,Extinct
BM65526,Non Extinct
BM65908,Non Extinct
BM65881,Non Extinct
BM7193,Non Extinct
BM66566,Non Extinct
BM1030,Non Extinct
BM67272,Non Extinct
BM67273,Non Extinct
BM59166,Non Extinct
BM11754,Non Extinct
BM67798,Non Extinct
BM8660,Non Extinct
BM55461,Non Extinct
BM66087,Non Extinct
BM11928,Non Extinct
BM66092,Non Extinct
BM9359,Non Extinct
BM63363,Non Extinct
BM63364,Non Extinct
BM64208,Non Extinct
BM64209,Non Extinct
BM62020,Non Extinct
BM61477,Non Extinct
BM66293,Non Extinct
BM63619,Non Extinct
BM41809,Non Extinct
BM67022,Non Extinct
BM67023,Non Extinct
BM67025,Non Extinct
BM67367,Non Extinct
BM67368,Non Extinct
BM64375,Non Extinct
BM64376,Extinct
BM64377,Non Extinct
BM64378,Non Extinct
BM64210,Non Extinct
BM64211,Non Extinct
BM47805,Non Extinct
BM50767,Extinct
BM59997,Non Extinct
BM58574,Non Extinct
BM64170,Non Extinct
BM65408,Non Extinct
BM65409,Non Extinct
BM65410,Non Extinct
BM65411,Non Extinct
BM65285,Non Extinct
BM65288,Non Extinct
BM1036,Non Extinct
BM59545,Non Extinct
BM60667,Non Extinct
BM29468,Non Extinct
BM57282,Non Extinct
BM67759,Non Extinct
BM64399,Non Extinct
BM64401,Extinct
BM66776,Non Extinct
BM66779,Non Extinct
BM66781,Non Extinct
BM64283,Non Extinct
BM66777,Non Extinct
BM66778,Non Extinct
BM66780,Non Extinct
BM63050,Extinct
BM64264,Non Extinct
BM64539,Non Extinct
BM67045,Non Extinct
BM67046,Non Extinct
BM65476,Non Extinct
BM57292,Non Extinct
BM24321,Non Extinct
BM59147,Non Extinct
BM61635,Non Extinct
BM66766,Non Extinct
BM66259,Non Extinct
BM47563,Extinct
BM60497,Non Extinct
BM9360,Non Extinct
BM11929,Non Extinct
BM60500,Non Extinct
BM65653,Non Extinct
BM46655,Non Extinct
BM46722,Non Extinct
BM64379,Extinct
BM64381,Non Extinct
BM64382,Non Extinct
BM24329,Non Extinct
BM64351,Non Extinct
BM24330,Non Extinct
BM43535,Non Extinct
BM58059,Non Extinct
BM50710,Non Extinct
BM65185,Non Extinct
BM65186,Non Extinct
BM65187,Non Extinct
BM64352,Non Extinct
BM64353,Non Extinct
BM64404,Non Extinct
BM64354,Non Extinct
BM64356,Non Extinct
BM64357,Non Extinct
BM64358,Non Extinct
BM64746,Non Extinct
BM60627,Non Extinct
BM60242,Non Extinct
BM67400,Non Extinct
BM67402,Non Extinct
BM67405,Non Extinct
BM67281,Non Extinct
BM67282,Non Extinct
BM67251,Non Extinct
BM67252,Non Extinct
BM67253,Non Extinct
BM67254,Non Extinct
BM55021,Non Extinct
BM4059,Non Extinct
BM47554,Non Extinct
BM51275,Non Extinct
BM41232,Non Extinct
BM67287,Non Extinct
BM41234,Non Extinct
BM67284,Non Extinct
BM67286,Non Extinct
BM9300,Non Extinct
BM9307,Non Extinct
BM54827,Non Extinct
BM59032,Non Extinct
BM7475,Non Extinct
BM64923,Non Extinct
BM67398,Non Extinct
BM62336,Non Extinct
BM41642,Non Extinct
BM9078,Non Extinct
BM50640,Non Extinct
BM50643,Non Extinct
BM50644,Non Extinct
BM67399,Non Extinct
BM67401,Non Extinct
BM67403,Non Extinct
BM67404,Non Extinct
BM67417,Non Extinct
BM47547,Non Extinct
BM54027,Non Extinct
BM29984,Non Extinct
BM67394,Non Extinct
BM9036,Non Extinct
BM67390,Non Extinct
BM62775,Extinct
BM62892,Extinct
BM62831,Extinct
BM65636,Non Extinct
BM65637,Non Extinct
BM67660,Non Extinct
BM67663,Non Extinct
BM64719,Non Extinct
BM64727,Non Extinct
BM27356,Non Extinct
BM11250,Non Extinct
BM67138,Non Extinct
BM67139,Non Extinct
BM67140,Non Extinct
BM60385,Extinct
BM66244,Non Extinct
BM41361,Non Extinct
BM49684,Non Extinct
BM49472,Non Extinct
BM66712,Non Extinct
BM67178,Non Extinct
BM59484,Non Extinct
BM60208,Non Extinct
BM59036,Non Extinct
BM62091,Non Extinct
BM67283,Non Extinct
BM67288,Non Extinct
BM67291,Non Extinct
BM64159,Extinct
BM59028,Non Extinct
BM65141,Extinct
BM65143,Extinct
BM65436,Extinct
BM65435,Non Extinct
BM65434,Non Extinct
BM62958,Extinct
BM63068,Extinct
BM9065,Non Extinct
BM66328,Non Extinct
BM67352,Non Extinct
BM62218,Non Extinct
BM67298,Non Extinct
BM32365,Non Extinct
BM7660,Non Extinct
BM65346,Extinct
BM49702,Non Extinct
BM62911,Extinct
BM16527,Non Extinct
BM59861,Non Extinct
BM55197,Non Extinct
BM61108,Non Extinct
BM61111,Non Extinct
BM54796,Extinct
BM55952,Non Extinct
BM60220,Non Extinct
BM59541,Non Extinct
BM60230,Non Extinct
BM55024,Non Extinct
BM63397,Extinct
BM63395,Extinct
BM60504,Non Extinct
BM67293,Non Extinct
BM67299,Non Extinct
BM66031,Non Extinct
BM66273,Non Extinct
BM60987,Non Extinct
BM26084,Non Extinct
BM61877,Non Extinct
BM54937,Extinct
BM65139,Extinct
BM66980,Non Extinct
BM66716,Non Extinct
BM63580,Non Extinct
BM63574,Non Extinct
BM49631,Non Extinct
BM49634,Non Extinct
BM20918,Extinct
BM1106,Non Extinct
BM23417,Extinct
BM22797,Extinct
BM66719,Non Extinct
BM59552,Non Extinct
BM66720,Non Extinct
BM67249,Non Extinct
BM66717,Non Extinct
BM66718,Non Extinct
BM43424,Extinct
BM57043,Non Extinct
BM22757,Extinct
BM23827,Extinct
BM65719,Non Extinct
BM60630,Non Extinct
BM60632,Non Extinct
BM60669,Non Extinct
BM64150,Non Extinct
BM9342,Non Extinct
BM12218,Extinct
BM63384,Non Extinct
BM12220,Non Extinct
BM55181,Non Extinct
BM51095,Non Extinct
BM51096,Non Extinct
BM67302,Non Extinct
BM67310,Non Extinct
BM67313,Non Extinct
BM65638,Non Extinct
BM65639,Non Extinct
BM54037,Non Extinct
BM63579,Non Extinct
BM16579,Non Extinct
BM63575,Non Extinct
BM12719,Extinct
BM12219,Extinct
BM64919,Non Extinct
BM64920,Non Extinct
BM64921,Non Extinct
BM52136,Non Extinct
BM60942,Non Extinct
BM51110,Non Extinct
BM62868,Extinct
BM64913,Non Extinct
BM64922,Non Extinct
BM65890,Non Extinct
BM41230,Non Extinct
BM56366,Non Extinct
BM41208,Non Extinct
BM60285,Non Extinct
BM66027,Non Extinct
BM66030,Non Extinct
BM9292,Non Extinct
BM9296,Non Extinct
BM1102,Non Extinct
BM1096,Non Extinct
BM1107,Non Extinct
BM12037,Non Extinct
BM62827,Extinct
BM62828,Extinct
BM52202,Non Extinct
BM60945,Non Extinct
BM13327,Extinct
BM12720,Extinct
BM12562,Extinct
BM57042,Non Extinct
BM64781,Non Extinct
BM1093,Non Extinct
BM49465,Non Extinct
BM63314,Non Extinct
BM63316,Non Extinct
BM49469,Non Extinct
BM9072,Non Extinct
BM52212,Extinct
BM60405,Non Extinct
BM51961,Non Extinct
BM51964,Non Extinct
BM67121,Extinct
BM11865,Non Extinct
BM11866,Non Extinct
BM67278,Non Extinct
BM66090,Non Extinct
BM28773,Non Extinct
BM57935,Non Extinct
BM19551,Non Extinct
BM67422,Non Extinct
BM67707,Non Extinct
BM68359,Non Extinct
BM7641,Non Extinct
BM60923,Non Extinct
BM67424,Non Extinct
BM67425,Non Extinct
BM67427,Non Extinct
BM67428,Non Extinct
BM65351,Non Extinct
BM16256,Non Extinct
BM65352,Non Extinct
BM65353,Non Extinct
BM16259,Non Extinct
BM16245,Non Extinct
BM59090,Non Extinct
BM65557,Non Extinct
BM65558,Non Extinct
BM64360,Extinct
BM65830,Non Extinct
BM59093,Non Extinct
BM59120,Non Extinct
BM59121,Non Extinct
BM51107,Non Extinct
BM65106,Non Extinct
BM54030,Non Extinct
BM51962,Non Extinct
BM65543,Non Extinct
BM4476,Non Extinct
BM46812,Non Extinct
BM65559,Non Extinct
BM65561,Non Extinct
BM65562,Non Extinct
BM65565,Non Extinct
BM65069,Non Extinct
BM65567,Non Extinct
BM65070,Non Extinct
BM65568,Non Extinct
BM60329,Non Extinct
BM27302,Non Extinct
BM46699,Non Extinct
BM59146,Non Extinct
BM67092,Non Extinct
BM64243,Non Extinct
BM67431,Non Extinct
BM67430,Non Extinct
BM67433,Non Extinct
BM67434,Non Extinct
BM67436,Non Extinct
BM63415,Non Extinct
BM47471,Non Extinct
BM48968,Non Extinct
BM58075,Non Extinct
BM68469,Non Extinct
BM60591,Non Extinct
BM65535,Non Extinct
BM67634,Non Extinct
BM68523,Non Extinct
BM68514,Non Extinct
BM47128,Non Extinct
BM68298,Non Extinct
BM66639,Non Extinct
BM59457,Non Extinct
BM2718,Non Extinct
BM67035,Non Extinct
BM59450,Non Extinct
BM45941,Non Extinct
BM59470,Non Extinct
BM67036,Non Extinct
BM63539,Non Extinct
BM62926,Extinct
BM65888,Extinct
BM67256,Non Extinct
BM67259,Non Extinct
BM63405,Non Extinct
BM63413,Non Extinct
BM65889,Extinct
BM7190,Non Extinct
BM7192,Non Extinct
BM37549,Non Extinct
BM12101,Extinct
BM65525,Non Extinct
BM60461,Extinct
BM67628,Non Extinct
BM67709,Non Extinct
BM62949,Non Extinct
BM64639,Non Extinct
BM64642,Non Extinct
BM65597,Non Extinct
BM65600,Non Extinct
BM68666,Non Extinct
BM68665,Non Extinct
BM67667,Non Extinct
BM67666,Non Extinct
BM67091,Non Extinct
BM65708,Extinct
BM65709,Extinct
BM65645,Non Extinct
BM65066,Non Extinct
BM68261,Non Extinct
BM66442,Non Extinct
BM62813,Extinct
BM54028,Non Extinct
BM22752,Extinct
BM7199,Non Extinct
BM7203,Non Extinct
BM67662,Non Extinct
BM67665,Non Extinct
BM66404,Extinct
BM64368,Non Extinct
BM11864,Non Extinct
BM58551,Extinct
BM68664,Non Extinct
BM61784,Non Extinct
BM66578,Non Extinct
BM65259,Non Extinct
BM65260,Non Extinct
BM65049,Extinct
BM65050,Extinct
BM65261,Non Extinct
BM65051,Extinct
BM65262,Non Extinct
BM65053,Extinct
BM65258,Non Extinct
BM8995,Extinct
BM59815,Non Extinct
BM59816,Non Extinct
BM60811,Non Extinct
BM67040,Non Extinct
BM67041,Non Extinct
BM66965,Non Extinct
BM66948,Non Extinct
BM66957,Non Extinct
BM66666,Non Extinct
BM66667,Non Extinct
BM66669,Non Extinct
BM52054,Extinct
BM65263,Non Extinct
BM65265,Non Extinct
BM68472,Non Extinct
BM68473,Non Extinct
BM68474,Non Extinct
BM68436,Non Extinct
BM62732,Non Extinct
