ICODE,ITEM_EXTINCT
BM15614,Extinct
BM15675,Extinct
BM15673,Extinct
BM67844,Non Extinct
BM24568,Non Extinct
BM24570,Non Extinct
BM68316,Non Extinct
BM28804,Extinct
BM66836,Non Extinct
BM30589,Non Extinct
BM9067,Extinct
BM9069,Extinct
BM63159,Non Extinct
BM36162,Non Extinct
BM46719,Non Extinct
BM24571,Non Extinct
BM35072,Non Extinct
BM27294,Non Extinct
BM15613,Extinct
BM15610,Extinct
BM35074,Non Extinct
BM35075,Non Extinct
BM35446,Non Extinct
BM66215,Non Extinct
BM66216,Non Extinct
BM15783,Extinct
BM15609,Extinct
BM24333,Non Extinct
BM29469,Non Extinct
BM58185,Extinct
BM56355,Non Extinct
BM67217,Non Extinct
BM9293,Non Extinct
BM11702,Non Extinct
BM45940,Non Extinct
BM32830,Extinct
BM31501,Non Extinct
BM35126,Non Extinct
BM9090,Extinct
BM9093,Extinct
BM9100,Extinct
BM9104,Extinct
BM32051,Non Extinct
BM32340,Non Extinct
BM67846,Non Extinct
BM15777,Extinct
BM9326,Non Extinct
BM9323,Non Extinct
BM15789,Extinct
BM15788,Extinct
BM46857,Non Extinct
BM28872,Non Extinct
BM28873,Non Extinct
BM29491,Extinct
BM62960,Extinct
BM66192,Non Extinct
BM9076,Extinct
BM9053,Extinct
BM29479,Non Extinct
BM35124,Non Extinct
BM4482,Non Extinct
BM35714,Non Extinct
BM15786,Extinct
BM15785,Extinct
BM15599,Extinct
BM15775,Extinct
BM15680,Extinct
BM15589,Extinct
BM15588,Extinct
BM15587,Extinct
BM35708,Non Extinct
BM35709,Non Extinct
BM15781,Extinct
BM15780,Extinct
BM15778,Extinct
BM62972,Extinct
BM62931,Extinct
BM42297,Non Extinct
BM15715,Extinct
BM15720,Extinct
BM15718,Extinct
BM15716,Extinct
BM15658,Extinct
BM15655,Extinct
BM43040,Non Extinct
BM15648,Extinct
BM15646,Extinct
BM35716,Non Extinct
BM40678,Non Extinct
BM15767,Extinct
BM15766,Extinct
BM15645,Extinct
BM15643,Extinct
BM15713,Extinct
BM15625,Extinct
BM15624,Extinct
BM15623,Extinct
BM51654,Non Extinct
BM49425,Non Extinct
BM16831,Non Extinct
BM56770,Non Extinct
BM62754,Extinct
BM66383,Non Extinct
BM67780,Non Extinct
BM42094,Non Extinct
BM43062,Non Extinct
BM55620,Non Extinct
BM58568,Non Extinct
BM9688,Non Extinct
BM62763,Extinct
BM56354,Non Extinct
BM63480,Non Extinct
BM20807,Non Extinct
BM33243,Non Extinct
BM24466,Non Extinct
BM42083,Non Extinct
BM59154,Non Extinct
BM59156,Non Extinct
BM60605,Non Extinct
BM33588,Non Extinct
BM1146,Non Extinct
BM1147,Non Extinct
BM42085,Non Extinct
BM42086,Non Extinct
BM42089,Non Extinct
BM42093,Non Extinct
BM26648,Non Extinct
BM15585,Extinct
BM15581,Extinct
BM37525,Non Extinct
BM67566,Non Extinct
BM11710,Non Extinct
BM11707,Non Extinct
BM33400,Non Extinct
BM15773,Extinct
BM15771,Extinct
BM32968,Non Extinct
BM15651,Extinct
BM15722,Extinct
BM15721,Extinct
BM56382,Non Extinct
BM24462,Non Extinct
BM33955,Non Extinct
BM60979,Non Extinct
BM15685,Extinct
BM10041,Non Extinct
BM58445,Non Extinct
BM35130,Non Extinct
BM10083,Non Extinct
BM10053,Non Extinct
BM41038,Non Extinct
BM58448,Non Extinct
BM58450,Non Extinct
BM42037,Non Extinct
BM42035,Non Extinct
BM39584,Extinct
BM33849,Non Extinct
BM40738,Non Extinct
BM40740,Non Extinct
BM42096,Non Extinct
BM37618,Non Extinct
BM40748,Non Extinct
BM43042,Non Extinct
BM43043,Non Extinct
BM8915,Extinct
BM8916,Extinct
BM60301,Extinct
BM38967,Extinct
BM39032,Non Extinct
BM15884,Non Extinct
BM14580,Extinct
BM39867,Non Extinct
BM42785,Non Extinct
BM8987,Non Extinct
BM9106,Non Extinct
BM21898,Extinct
BM9108,Extinct
BM42786,Non Extinct
BM39013,Non Extinct
BM42022,Non Extinct
BM41686,Non Extinct
BM56218,Non Extinct
BM11204,Non Extinct
BM11206,Non Extinct
BM39758,Non Extinct
BM11215,Non Extinct
BM8972,Non Extinct
BM8977,Non Extinct
BM8988,Non Extinct
BM66218,Non Extinct
BM40178,Non Extinct
BM57018,Non Extinct
BM41188,Extinct
BM19527,Non Extinct
BM22182,Non Extinct
BM42793,Non Extinct
BM36189,Non Extinct
BM61166,Non Extinct
BM11212,Non Extinct
BM11214,Non Extinct
BM29472,Non Extinct
BM66595,Non Extinct
BM57614,Non Extinct
BM42877,Non Extinct
BM64509,Non Extinct
BM64889,Non Extinct
BM68303,Non Extinct
BM56161,Non Extinct
BM56141,Non Extinct
BM56160,Non Extinct
BM41687,Non Extinct
BM65534,Non Extinct
BM60508,Non Extinct
BM67850,Non Extinct
BM11205,Non Extinct
BM4458,Non Extinct
BM58575,Non Extinct
BM40508,Non Extinct
BM58572,Non Extinct
BM58570,Non Extinct
BM6465,Non Extinct
BM56142,Non Extinct
BM56144,Non Extinct
BM56597,Non Extinct
BM56598,Non Extinct
BM42405,Non Extinct
BM54580,Non Extinct
BM63045,Non Extinct
BM62975,Non Extinct
BM50057,Extinct
BM46674,Non Extinct
BM41242,Non Extinct
BM41244,Non Extinct
BM9037,Extinct
BM9040,Extinct
BM54198,Non Extinct
BM68006,Non Extinct
BM37395,Non Extinct
BM7655,Non Extinct
BM57736,Non Extinct
BM41967,Non Extinct
BM42795,Non Extinct
BM40680,Non Extinct
BM42431,Non Extinct
BM42242,Non Extinct
BM42780,Non Extinct
BM29393,Non Extinct
BM66596,Extinct
BM57089,Non Extinct
BM42870,Non Extinct
BM33968,Non Extinct
BM40584,Non Extinct
BM60064,Non Extinct
BM61979,Non Extinct
BM41997,Non Extinct
BM56139,Non Extinct
BM56588,Non Extinct
BM9884,Non Extinct
BM41638,Non Extinct
BM41648,Non Extinct
BM1467,Non Extinct
BM58076,Non Extinct
BM59152,Non Extinct
BM47032,Non Extinct
BM67240,Non Extinct
BM61373,Non Extinct
BM58442,Non Extinct
BM40585,Non Extinct
BM38995,Non Extinct
BM57057,Non Extinct
BM57304,Non Extinct
BM57307,Non Extinct
BM57310,Non Extinct
BM1463,Non Extinct
BM37625,Non Extinct
BM56145,Non Extinct
BM42132,Extinct
BM26408,Non Extinct
BM68433,Non Extinct
BM40345,Non Extinct
BM27313,Non Extinct
BM59130,Non Extinct
BM59132,Non Extinct
BM67185,Non Extinct
BM42516,Non Extinct
BM28545,Non Extinct
BM29136,Non Extinct
BM60136,Non Extinct
BM60137,Non Extinct
BM22184,Non Extinct
BM1470,Non Extinct
BM1157,Non Extinct
BM26358,Non Extinct
BM8935,Extinct
BM8923,Extinct
BM8921,Extinct
BM40218,Non Extinct
BM40219,Non Extinct
BM41164,Extinct
BM41165,Extinct
BM40346,Non Extinct
BM33892,Non Extinct
BM41170,Extinct
BM42500,Non Extinct
BM42506,Non Extinct
BM59133,Non Extinct
BM41098,Non Extinct
BM40221,Non Extinct
BM40222,Non Extinct
BM37624,Non Extinct
BM58062,Non Extinct
BM58067,Non Extinct
BM9693,Extinct
BM66219,Non Extinct
BM55591,Non Extinct
BM46887,Extinct
BM46889,Extinct
BM59482,Non Extinct
BM7639,Non Extinct
BM7509,Non Extinct
BM49618,Non Extinct
BM66439,Non Extinct
BM41643,Non Extinct
BM42900,Non Extinct
BM55960,Non Extinct
BM55961,Non Extinct
BM8990,Non Extinct
BM1462,Non Extinct
BM1464,Non Extinct
BM9005,Non Extinct
BM8991,Non Extinct
BM8997,Non Extinct
BM68035,Non Extinct
BM66803,Non Extinct
BM2717,Non Extinct
BM59079,Non Extinct
BM59082,Non Extinct
BM39077,Non Extinct
BM38999,Non Extinct
BM59094,Non Extinct
BM39079,Non Extinct
BM1471,Non Extinct
BM1469,Non Extinct
BM1468,Non Extinct
BM1466,Non Extinct
BM42484,Non Extinct
BM66600,Non Extinct
BM39272,Non Extinct
BM39000,Non Extinct
BM41641,Non Extinct
BM35845,Non Extinct
BM27986,Non Extinct
BM55605,Extinct
BM39075,Non Extinct
BM11756,Non Extinct
BM66038,Non Extinct
BM42522,Non Extinct
BM58787,Non Extinct
BM63950,Non Extinct
BM63951,Non Extinct
BM41247,Non Extinct
BM66220,Non Extinct
BM41250,Non Extinct
BM41251,Non Extinct
BM41239,Non Extinct
BM67207,Non Extinct
BM1461,Non Extinct
BM1465,Non Extinct
BM42508,Non Extinct
BM39269,Non Extinct
BM39271,Non Extinct
BM59089,Non Extinct
BM59091,Non Extinct
BM66805,Non Extinct
BM42509,Non Extinct
BM42777,Non Extinct
BM59178,Extinct
BM66164,Non Extinct
BM59495,Non Extinct
BM41237,Non Extinct
BM41240,Non Extinct
BM66221,Non Extinct
BM41998,Non Extinct
BM65215,Non Extinct
BM43405,Non Extinct
BM41092,Non Extinct
BM41093,Non Extinct
BM58792,Non Extinct
BM61393,Non Extinct
BM61391,Non Extinct
BM42241,Non Extinct
BM61794,Non Extinct
BM66637,Non Extinct
BM55601,Extinct
BM31123,Non Extinct
BM66222,Non Extinct
BM55604,Extinct
BM57618,Extinct
BM66564,Non Extinct
BM67635,Non Extinct
BM67814,Non Extinct
BM59108,Non Extinct
BM29434,Extinct
BM29175,Extinct
BM62779,Non Extinct
BM67285,Non Extinct
BM7518,Non Extinct
BM67307,Non Extinct
BM7517,Non Extinct
BM67304,Non Extinct
BM59273,Non Extinct
BM42768,Non Extinct
BM32358,Non Extinct
BM59367,Extinct
BM59369,Extinct
BM62337,Non Extinct
BM59153,Non Extinct
BM42772,Non Extinct
BM42769,Non Extinct
BM57191,Non Extinct
BM58416,Non Extinct
BM60637,Extinct
BM60638,Non Extinct
BM60640,Non Extinct
BM60641,Non Extinct
BM57032,Non Extinct
BM57034,Non Extinct
BM57035,Non Extinct
BM41632,Non Extinct
BM41636,Non Extinct
BM41634,Non Extinct
BM59062,Non Extinct
BM59063,Non Extinct
BM59065,Non Extinct
BM61168,Non Extinct
BM61169,Non Extinct
BM41640,Non Extinct
BM42899,Non Extinct
BM4058,Non Extinct
BM4060,Non Extinct
BM42019,Non Extinct
BM60114,Non Extinct
BM60103,Non Extinct
BM68633,Non Extinct
BM68630,Non Extinct
BM61389,Non Extinct
BM59307,Extinct
BM54050,Non Extinct
BM67796,Non Extinct
BM27248,Non Extinct
BM46152,Non Extinct
BM41233,Non Extinct
BM66113,Non Extinct
BM46664,Non Extinct
BM42774,Non Extinct
BM42775,Non Extinct
BM67851,Non Extinct
BM68674,Non Extinct
BM41677,Non Extinct
BM41699,Non Extinct
BM67305,Non Extinct
BM47111,Extinct
BM67306,Non Extinct
BM42621,Non Extinct
BM66804,Non Extinct
BM37705,Extinct
BM60807,Non Extinct
BM59509,Non Extinct
BM59510,Non Extinct
BM59515,Non Extinct
BM59516,Non Extinct
BM57616,Extinct
BM66739,Non Extinct
BM40349,Non Extinct
BM67764,Non Extinct
BM67765,Non Extinct
BM65750,Non Extinct
BM59180,Non Extinct
BM57778,Non Extinct
BM58718,Extinct
BM58721,Non Extinct
BM58726,Non Extinct
BM42464,Non Extinct
BM57613,Non Extinct
BM57407,Non Extinct
BM68624,Non Extinct
BM39264,Non Extinct
BM57463,Non Extinct
BM59045,Non Extinct
BM59364,Extinct
BM11818,Non Extinct
BM62625,Non Extinct
BM58149,Non Extinct
BM28774,Non Extinct
BM62878,Non Extinct
BM42609,Non Extinct
BM60877,Non Extinct
BM42612,Non Extinct
BM57408,Non Extinct
BM41633,Non Extinct
BM68723,Non Extinct
BM57623,Extinct
BM61382,Non Extinct
BM61383,Non Extinct
BM61384,Non Extinct
BM61387,Non Extinct
BM56545,Extinct
BM60685,Non Extinct
BM67633,Non Extinct
BM66785,Non Extinct
BM41981,Non Extinct
BM63396,Extinct
BM63303,Non Extinct
BM11836,Non Extinct
BM24337,Non Extinct
BM24341,Non Extinct
BM32391,Non Extinct
BM59216,Non Extinct
BM42628,Non Extinct
BM42629,Non Extinct
BM60575,Non Extinct
BM41222,Non Extinct
BM57446,Non Extinct
BM58730,Non Extinct
BM59103,Non Extinct
BM59105,Non Extinct
BM59474,Non Extinct
BM58150,Non Extinct
BM41432,Non Extinct
BM60082,Non Extinct
BM59858,Non Extinct
BM22323,Non Extinct
BM67615,Non Extinct
BM63382,Non Extinct
BM24348,Non Extinct
BM24342,Non Extinct
BM63305,Non Extinct
BM57072,Non Extinct
BM61179,Non Extinct
BM60085,Non Extinct
BM60086,Non Extinct
BM59355,Extinct
BM59357,Extinct
BM58049,Non Extinct
BM50983,Non Extinct
BM41707,Non Extinct
BM55161,Non Extinct
BM66105,Non Extinct
BM58055,Non Extinct
BM60496,Non Extinct
BM60518,Non Extinct
BM58433,Non Extinct
BM43072,Non Extinct
BM59035,Non Extinct
BM59037,Non Extinct
BM58714,Extinct
BM59038,Non Extinct
BM60686,Non Extinct
BM2989,Extinct
BM67778,Non Extinct
BM62646,Non Extinct
BM20152,Extinct
BM58447,Non Extinct
BM58434,Non Extinct
BM58437,Non Extinct
BM58439,Non Extinct
BM61394,Non Extinct
BM66486,Non Extinct
BM42581,Non Extinct
BM67209,Non Extinct
BM65216,Non Extinct
BM60519,Non Extinct
BM60506,Non Extinct
BM57602,Non Extinct
BM57411,Non Extinct
BM35154,Non Extinct
BM59454,Non Extinct
BM57456,Non Extinct
BM43575,Non Extinct
BM50478,Non Extinct
BM56684,Non Extinct
BM58190,Non Extinct
BM68846,Non Extinct
BM64631,Non Extinct
BM64632,Non Extinct
BM60468,Non Extinct
BM16490,Non Extinct
BM41700,Non Extinct
BM61181,Non Extinct
BM61182,Non Extinct
BM61184,Non Extinct
BM66104,Non Extinct
BM34515,Non Extinct
BM41071,Non Extinct
BM64638,Non Extinct
BM64630,Non Extinct
BM64629,Non Extinct
BM60118,Non Extinct
BM60232,Non Extinct
BM60292,Non Extinct
BM60303,Non Extinct
BM42664,Non Extinct
BM62171,Non Extinct
BM66923,Non Extinct
BM41128,Non Extinct
BM56155,Non Extinct
BM58441,Non Extinct
BM59665,Extinct
BM63952,Non Extinct
BM65716,Non Extinct
BM62855,Non Extinct
BM53237,Non Extinct
BM56610,Non Extinct
BM6009,Extinct
BM42667,Non Extinct
BM42511,Non Extinct
BM62853,Extinct
BM62854,Extinct
BM55369,Non Extinct
BM63296,Non Extinct
BM42512,Non Extinct
BM42779,Non Extinct
BM57242,Non Extinct
BM62303,Non Extinct
BM62305,Extinct
BM57603,Non Extinct
BM8943,Non Extinct
BM8909,Non Extinct
BM58074,Non Extinct
BM46647,Non Extinct
BM46698,Non Extinct
BM66085,Non Extinct
BM60305,Non Extinct
BM60274,Non Extinct
BM68722,Non Extinct
BM41149,Non Extinct
BM41150,Non Extinct
BM59360,Extinct
BM57001,Non Extinct
BM13451,Extinct
BM59026,Non Extinct
BM62307,Extinct
BM67779,Non Extinct
BM16498,Non Extinct
BM59235,Extinct
BM58592,Non Extinct
BM58593,Non Extinct
BM59822,Non Extinct
BM61928,Non Extinct
BM59292,Non Extinct
BM56666,Extinct
BM27001,Non Extinct
BM60287,Extinct
BM58394,Non Extinct
BM55877,Non Extinct
BM55880,Non Extinct
BM68072,Non Extinct
BM60937,Non Extinct
BM41072,Non Extinct
BM41074,Non Extinct
BM66223,Non Extinct
BM62798,Non Extinct
BM11408,Non Extinct
BM11412,Non Extinct
BM12074,Non Extinct
BM16047,Non Extinct
BM60939,Non Extinct
BM41673,Non Extinct
BM56150,Non Extinct
BM66321,Non Extinct
BM56121,Extinct
BM56122,Extinct
BM62890,Non Extinct
BM56136,Non Extinct
BM67883,Extinct
BM23828,Extinct
BM56131,Non Extinct
BM56134,Non Extinct
BM41694,Non Extinct
BM68720,Non Extinct
BM68721,Non Extinct
BM42536,Non Extinct
BM59149,Non Extinct
BM56759,Non Extinct
BM56760,Non Extinct
BM56756,Non Extinct
BM56757,Non Extinct
BM56490,Extinct
BM42204,Non Extinct
BM66116,Non Extinct
BM57361,Non Extinct
BM58922,Non Extinct
BM55182,Non Extinct
BM66606,Non Extinct
BM55192,Non Extinct
BM35179,Non Extinct
BM59655,Non Extinct
BM55172,Non Extinct
BM61878,Extinct
BM66199,Non Extinct
BM47325,Extinct
BM47338,Extinct
BM68525,Non Extinct
BM22960,Extinct
BM21656,Extinct
BM62780,Extinct
BM62785,Non Extinct
BM67852,Non Extinct
BM62634,Non Extinct
BM58578,Non Extinct
BM8944,Extinct
BM67222,Non Extinct
BM8946,Extinct
BM8949,Extinct
BM62791,Non Extinct
BM62793,Non Extinct
BM55162,Non Extinct
BM65725,Non Extinct
BM16029,Non Extinct
BM16236,Non Extinct
BM62635,Non Extinct
BM62969,Non Extinct
BM61762,Non Extinct
BM41630,Non Extinct
BM41631,Non Extinct
BM41629,Non Extinct
BM41087,Non Extinct
BM16248,Non Extinct
BM16239,Non Extinct
BM59074,Non Extinct
BM30372,Non Extinct
BM59068,Non Extinct
BM59071,Non Extinct
BM11773,Non Extinct
BM66125,Non Extinct
BM39255,Non Extinct
BM39256,Non Extinct
BM39258,Non Extinct
BM57051,Non Extinct
BM58579,Non Extinct
BM66102,Non Extinct
BM63322,Non Extinct
BM61742,Non Extinct
BM61743,Non Extinct
BM58665,Non Extinct
BM56398,Non Extinct
BM59119,Non Extinct
BM62866,Extinct
BM62863,Non Extinct
BM57054,Non Extinct
BM58576,Non Extinct
BM35711,Non Extinct
BM63172,Non Extinct
BM31943,Non Extinct
BM63175,Non Extinct
BM53378,Extinct
BM59201,Non Extinct
BM53373,Extinct
BM61172,Non Extinct
BM59080,Non Extinct
BM49666,Non Extinct
BM24463,Non Extinct
BM58427,Non Extinct
BM58418,Non Extinct
BM58421,Non Extinct
BM40789,Extinct
BM67123,Non Extinct
BM60262,Non Extinct
BM60265,Non Extinct
BM60273,Non Extinct
BM58454,Non Extinct
BM54217,Extinct
BM54219,Extinct
BM54220,Extinct
BM58868,Non Extinct
BM60218,Non Extinct
BM60221,Non Extinct
BM46767,Non Extinct
BM45528,Non Extinct
BM47197,Non Extinct
BM67114,Non Extinct
BM63035,Extinct
BM63036,Non Extinct
BM12386,Non Extinct
BM12398,Non Extinct
BM56585,Non Extinct
BM56586,Non Extinct
BM1103,Non Extinct
BM59040,Non Extinct
BM59043,Non Extinct
BM63038,Non Extinct
BM63039,Non Extinct
BM66747,Non Extinct
BM63208,Non Extinct
BM63205,Non Extinct
BM63206,Non Extinct
BM62733,Extinct
BM62799,Non Extinct
BM62559,Extinct
BM62812,Non Extinct
BM62919,Extinct
BM62922,Non Extinct
BM15706,Extinct
BM62298,Extinct
BM15719,Extinct
BM57966,Non Extinct
BM57968,Non Extinct
BM21059,Non Extinct
BM40350,Non Extinct
BM15694,Extinct
BM15691,Extinct
BM67854,Non Extinct
BM57972,Non Extinct
BM58598,Non Extinct
BM55526,Non Extinct
BM64287,Non Extinct
BM55575,Non Extinct
BM12416,Non Extinct
BM59177,Non Extinct
BM63030,Non Extinct
BM63029,Non Extinct
BM58581,Non Extinct
BM58582,Non Extinct
BM15703,Extinct
BM15700,Extinct
BM15695,Extinct
BM33239,Non Extinct
BM32042,Non Extinct
BM63228,Non Extinct
BM58429,Non Extinct
BM58430,Non Extinct
BM68304,Non Extinct
BM44843,Non Extinct
BM59145,Extinct
BM59679,Extinct
BM15688,Extinct
BM15684,Extinct
BM59143,Extinct
BM62643,Non Extinct
BM62786,Extinct
BM45626,Non Extinct
BM62781,Extinct
BM59029,Non Extinct
BM59030,Non Extinct
BM63033,Non Extinct
BM63032,Non Extinct
BM58707,Non Extinct
BM59033,Non Extinct
BM24327,Non Extinct
BM24322,Non Extinct
BM11729,Non Extinct
BM15612,Extinct
BM12413,Non Extinct
BM15650,Extinct
BM15629,Extinct
BM58153,Non Extinct
BM64260,Non Extinct
BM64247,Non Extinct
BM49470,Non Extinct
BM62912,Extinct
BM32043,Non Extinct
BM43362,Non Extinct
BM63177,Non Extinct
BM57152,Non Extinct
BM63182,Non Extinct
BM16977,Non Extinct
BM65441,Non Extinct
BM63186,Non Extinct
BM67781,Non Extinct
BM60990,Extinct
BM12383,Non Extinct
BM1162,Extinct
BM20097,Non Extinct
BM62807,Non Extinct
BM11413,Non Extinct
BM8992,Non Extinct
BM67126,Non Extinct
BM40671,Non Extinct
BM68274,Non Extinct
BM68276,Non Extinct
BM60078,Non Extinct
BM66740,Non Extinct
BM60069,Non Extinct
BM59568,Non Extinct
BM60989,Extinct
BM15580,Extinct
BM15590,Extinct
BM62169,Non Extinct
BM62289,Non Extinct
BM15586,Extinct
BM60548,Extinct
BM67853,Non Extinct
BM60079,Non Extinct
BM60081,Non Extinct
BM67353,Non Extinct
BM67354,Non Extinct
BM65689,Non Extinct
BM67464,Non Extinct
BM60107,Non Extinct
BM10666,Non Extinct
BM4255,Non Extinct
BM15574,Extinct
BM15768,Extinct
BM15740,Extinct
BM15734,Extinct
BM59557,Non Extinct
BM62773,Non Extinct
BM62341,Non Extinct
BM17627,Non Extinct
BM62345,Non Extinct
BM62346,Non Extinct
BM58920,Non Extinct
BM60247,Extinct
BM55175,Non Extinct
BM55179,Non Extinct
BM62018,Non Extinct
BM9061,Non Extinct
BM9062,Non Extinct
BM61475,Non Extinct
BM67210,Extinct
BM62019,Non Extinct
BM58591,Non Extinct
BM67782,Non Extinct
BM51295,Extinct
BM50973,Extinct
BM62012,Non Extinct
BM56761,Non Extinct
BM62826,Non Extinct
BM56766,Non Extinct
BM56767,Non Extinct
BM62333,Non Extinct
BM49632,Non Extinct
BM55168,Non Extinct
BM60610,Non Extinct
BM55199,Non Extinct
BM55198,Non Extinct
BM62015,Non Extinct
BM7502,Non Extinct
BM59530,Non Extinct
BM68275,Non Extinct
BM60243,Non Extinct
BM59165,Non Extinct
BM67783,Non Extinct
BM59669,Extinct
BM1249,Non Extinct
BM68039,Extinct
BM62755,Non Extinct
BM62013,Non Extinct
BM60250,Extinct
BM62759,Non Extinct
BM62760,Non Extinct
BM66756,Non Extinct
BM58584,Non Extinct
BM56352,Extinct
BM59372,Extinct
BM12677,Extinct
BM60598,Non Extinct
BM60600,Non Extinct
BM66742,Non Extinct
BM60597,Non Extinct
BM16335,Non Extinct
BM58715,Extinct
BM58722,Non Extinct
BM68340,Non Extinct
BM11730,Non Extinct
BM59382,Extinct
BM59377,Extinct
BM59378,Extinct
BM62929,Non Extinct
BM60810,Non Extinct
BM59383,Extinct
BM60229,Non Extinct
BM63028,Non Extinct
BM66741,Non Extinct
BM62615,Non Extinct
BM66224,Non Extinct
BM66049,Non Extinct
BM41083,Non Extinct
BM41084,Non Extinct
BM41085,Non Extinct
BM58705,Non Extinct
BM59556,Non Extinct
BM62924,Extinct
BM60688,Non Extinct
BM60690,Non Extinct
BM59818,Non Extinct
BM59142,Extinct
BM60691,Non Extinct
BM60693,Non Extinct
BM62847,Non Extinct
BM62981,Non Extinct
BM33501,Non Extinct
BM33503,Non Extinct
BM62328,Non Extinct
BM68338,Non Extinct
BM59328,Extinct
BM61631,Non Extinct
BM60550,Extinct
BM63051,Non Extinct
BM63054,Non Extinct
BM12419,Non Extinct
BM15678,Extinct
BM15662,Extinct
BM60972,Non Extinct
BM63055,Extinct
BM1109,Non Extinct
BM63056,Non Extinct
BM12680,Extinct
BM12684,Extinct
BM62321,Non Extinct
BM62319,Non Extinct
BM68629,Non Extinct
BM60924,Non Extinct
BM56224,Extinct
BM62287,Non Extinct
BM57458,Non Extinct
BM62767,Non Extinct
BM60258,Extinct
BM61754,Extinct
BM60160,Non Extinct
BM61721,Extinct
BM68187,Non Extinct
BM67792,Non Extinct
BM59664,Extinct
BM59667,Extinct
BM62323,Non Extinct
BM62349,Non Extinct
BM62316,Non Extinct
BM62235,Non Extinct
BM60404,Non Extinct
BM40788,Non Extinct
BM68499,Non Extinct
BM68500,Non Extinct
BM62147,Non Extinct
BM60406,Non Extinct
BM29791,Non Extinct
BM60510,Non Extinct
BM65623,Non Extinct
BM16297,Extinct
BM60164,Non Extinct
BM62606,Non Extinct
BM62864,Extinct
BM56367,Non Extinct
BM62867,Extinct
BM62771,Extinct
BM60170,Non Extinct
BM60178,Non Extinct
BM48435,Non Extinct
BM40469,Extinct
BM59508,Non Extinct
BM59517,Non Extinct
BM62832,Extinct
BM60973,Non Extinct
BM60974,Non Extinct
BM59524,Non Extinct
BM59525,Non Extinct
BM13963,Non Extinct
BM59527,Non Extinct
BM62956,Extinct
BM61155,Non Extinct
BM59157,Non Extinct
BM60980,Non Extinct
BM59733,Non Extinct
BM61160,Non Extinct
BM62340,Non Extinct
BM62348,Non Extinct
BM62350,Non Extinct
BM62313,Non Extinct
BM62315,Non Extinct
BM48551,Non Extinct
BM60284,Non Extinct
BM13969,Non Extinct
BM66919,Non Extinct
BM60617,Non Extinct
BM59668,Extinct
BM59666,Extinct
BM66202,Non Extinct
BM7650,Non Extinct
BM68601,Non Extinct
BM68599,Non Extinct
BM67295,Non Extinct
BM67303,Non Extinct
BM68598,Non Extinct
BM7537,Non Extinct
BM59558,Non Extinct
BM59561,Non Extinct
BM59758,Non Extinct
BM63381,Non Extinct
BM63315,Non Extinct
BM1053,Non Extinct
BM57240,Non Extinct
BM16319,Non Extinct
BM16323,Non Extinct
BM60061,Non Extinct
BM63387,Non Extinct
BM60646,Non Extinct
BM60478,Non Extinct
BM59882,Non Extinct
BM59883,Non Extinct
BM60272,Non Extinct
BM60302,Non Extinct
BM63027,Non Extinct
BM62170,Non Extinct
BM16859,Extinct
BM59682,Non Extinct
BM63361,Non Extinct
BM62980,Non Extinct
BM62764,Non Extinct
BM29494,Non Extinct
BM54026,Non Extinct
BM63044,Non Extinct
BM16837,Non Extinct
BM63046,Non Extinct
BM67815,Non Extinct
BM58106,Non Extinct
BM59884,Non Extinct
BM59747,Non Extinct
BM59748,Non Extinct
BM59728,Non Extinct
BM66230,Non Extinct
BM63577,Non Extinct
BM64249,Non Extinct
BM64654,Non Extinct
BM63572,Non Extinct
BM63047,Extinct
BM66237,Non Extinct
BM42652,Non Extinct
BM4464,Non Extinct
BM62947,Non Extinct
BM63067,Extinct
BM67793,Non Extinct
BM60304,Non Extinct
BM67279,Non Extinct
BM60306,Non Extinct
BM60662,Non Extinct
BM60256,Non Extinct
BM60944,Non Extinct
BM60526,Non Extinct
BM60175,Non Extinct
BM60647,Non Extinct
BM59305,Non Extinct
BM67816,Non Extinct
BM63065,Non Extinct
BM63066,Non Extinct
BM67818,Non Extinct
BM22671,Non Extinct
BM22674,Non Extinct
BM1059,Non Extinct
BM66238,Non Extinct
BM61472,Non Extinct
BM60239,Extinct
BM7645,Non Extinct
BM7651,Non Extinct
BM4296,Non Extinct
BM58105,Non Extinct
BM68070,Non Extinct
BM4474,Non Extinct
BM4480,Non Extinct
BM63452,Non Extinct
BM67211,Non Extinct
BM41562,Non Extinct
BM57797,Non Extinct
BM20798,Non Extinct
BM41564,Non Extinct
BM57257,Non Extinct
BM59566,Non Extinct
BM59567,Non Extinct
BM59563,Non Extinct
BM66743,Non Extinct
BM68680,Non Extinct
BM68681,Non Extinct
BM20801,Non Extinct
BM63142,Non Extinct
BM60412,Non Extinct
BM60411,Non Extinct
BM7508,Non Extinct
BM60929,Non Extinct
BM58571,Non Extinct
BM24465,Non Extinct
BM63143,Non Extinct
BM63145,Non Extinct
BM1122,Non Extinct
BM3189,Non Extinct
BM59913,Non Extinct
BM58662,Non Extinct
BM59785,Non Extinct
BM59759,Non Extinct
BM20189,Extinct
BM20196,Extinct
BM59760,Non Extinct
BM60643,Extinct
BM67372,Non Extinct
BM61557,Non Extinct
BM61555,Non Extinct
BM60267,Extinct
BM60264,Non Extinct
BM15736,Extinct
BM15598,Extinct
BM15742,Extinct
BM15741,Extinct
BM15751,Extinct
BM15637,Extinct
BM63550,Non Extinct
